   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: MTWARA

   Coordinates:

   Latitude =10DEG16'S

   Longitude =40DEG11'E

   Elevation = 113

   WMO Identifier: 63971

   Year 1969

   +------------------------------------------------------------------------+
   |     DATE |      SEP |  F |      OCT |  F |      NOV |  F |     DEC | F |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        1 |     1373 |  0 |     1582 |  0 |     1921 |  0 |    2089 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        2 |     1561 |  0 |     1590 |  0 |     1758 |  0 |    2223 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        3 |     1549 |  0 |     1444 |  0 |     1599 |  0 |    2223 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        4 |     1373 |  0 |     1385 |  0 |     2089 |  0 |    1724 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        5 |     1528 |  0 |     1465 |  0 |     1858 |  0 |    2160 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        6 |     1444 |  0 |     1486 |  0 |     1260 |  0 |    2252 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        7 |     1662 |  0 |     1540 |  0 |     1260 |  0 |    2160 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        8 |     1197 |  0 |     1590 |  0 |     1745 |  0 |    1971 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        9 |     1423 |  0 |     1498 |  0 |     1653 |  0 |    2189 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       10 |     1436 |  0 |     1963 |  0 |     2160 |  0 |    2118 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       11 |     1528 |  0 |     1796 |  0 |     2089 |  0 |    1716 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       12 |     1511 |  0 |     1758 |  0 |     1942 |  0 |    1385 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       13 |     1364 |  0 |     1620 |  0 |     1808 |  0 |    1247 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       14 |     1239 |  0 |     1343 |  0 |     2428 |  0 |    1498 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       15 |     1549 |  0 |     1519 |  0 |     2013 |  0 |    2168 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       16 |     1582 |  0 |     1528 |  0 |     1829 |  0 |    2252 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       17 |     1549 |  0 |     1570 |  0 |     1724 |  0 |    2419 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       18 |     1465 |  0 |     1528 |  0 |     2378 |  0 |    2499 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       19 |     1704 |  0 |     1549 |  0 |     1992 |  0 |    2252 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       20 |     1590 |  0 |     1528 |  0 |     1724 |  0 |    1984 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       21 |     1394 |  0 |     1582 |  0 |     1984 |  0 |    1796 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       22 |     1582 |  0 |     1561 |  0 |     1704 |  0 |    1695 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       23 |     1641 |  0 |     1570 |  0 |     2210 |  0 |    1737 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       24 |     1737 |  0 |     2068 |  0 |     1850 |  0 |    1704 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       25 |     1737 |  0 |     1683 |  0 |     1892 |  0 |    2223 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       26 |     1632 |  0 |     1519 |  0 |     1787 |  0 |    2252 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       27 |     1373 |  0 |     1549 |  0 |     1900 |  0 |    2315 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       28 |     1423 |  0 |     1611 |  0 |     1817 |  0 |    2294 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       29 |     1528 |  0 |     1549 |  0 |     1590 |  0 |    2210 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       30 |     1423 |  0 |     2013 |  0 |     1858 |  0 |    2399 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       31 |        - |  - |     1942 |  0 |        - |  - |    2005 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |      SUM |    45090 |  0 |    49910 |  0 |    55800 |  0 |   63147 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |     MEAN |     1503 |  0 |     1610 |  0 |     1860 |  0 |    2037 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
