   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: LUMBO

   Coordinates:

   Latitude =15DEG02'S

   Longitude =40DEG40'E

   Elevation = 15

   WMO Identifier: 67241

   Year 1975

+-------------------------------------------------------------------------------------------+
|DATE|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F| SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|   1| 1588|0| 2552|0| 1938|0| 1972|0| 1786|0| 1782|0| 1782|0|   -|2| 2293|0| 2747|0| 2418|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|   2| 1860|0| 2540|0| 1541|0| 1986|0| 1579|0| 1774|0| 1929|0|   -|2| 2198|0| 2647|0| 2570|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|   3| 2115|0| 2475|0| 1713|0| 1964|0| 1678|0| 1761|0| 1865|0|   -|2| 2370|0| 2631|0| 2591|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|   4| 2475|0| 2483|0| 1333|0| 1986|0| 1636|0| 1666|0| 1774|0|   -|2| 1972|0| 2682|0| 2514|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|   5| 2496|0| 2206|0| 1735|0| 1865|0| 1280|0| 1705|0| 1436|0|   -|2| 1860|0| 2652|0| 2552|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|   6| 2544|0| 2184|0| 2146|0| 1925|0| 1816|0| 1743|0| 1038|0|   -|2| 2483|0| 2639|0| 2647|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|   7| 2669|0|  878|0| 2107|0| 1917|0| 1757|0| 1727|0| 1822|0|   -|2| 2596|0| 2669|0| 2617|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|   8| 2505|0| 1527|0| 1696|0| 1917|0| 1652|0| 1782|0| 1903|0|   -|2| 2427|0| 2625|0| 2682|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|   9| 2540|0| 1816|0| 1333|0| 1929|0| 1601|0| 1765|0| 1129|0|   -|2| 2505|0| 2695|0| 2716|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|  10| 1142|0| 2059|0| 2002|0| 1907|0| 1614|0| 1614|0| 1359|0|   -|2| 2427|0| 2631|0| 2708|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|  11| 1860|0| 2375|0| 2172|0| 1943|0| 1359|0| 1258|0| 1907|0|   -|2| 2540|0| 2726|0| 2631|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|  12| 1717|0| 1674|0| 2202|0| 1972|0| 1051|0| 1605|0| 1786|0|   -|2| 2596|0| 2617|0| 2726|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|  13| 1349|0| 2042|0| 1873|0| 1877|0| 1691|0| 1761|0| 1514|0|2396|0| 2540|0| 2552|0| 1994|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|  14| 1929|0| 1860|0| 1873|0| 1847|0| 1700|0| 1519|0| 2085|0|2306|0| 2505|0| 2552|0| 2176|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|  15|  766|0| 2107|0| 1917|0| 1804|0| 1717|0| 1757|0| 2038|0|2137|0| 2574|0| 2591|0| 1860|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|  16|  887|0| 1982|0| 1743|0| 1402|0| 1765|0| 1765|0| 1120|0|2396|0| 2604|0| 2038|0| 1865|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|  17|  718|0| 2158|0| 1765|0| 1834|0| 1652|0| 1713|0| 2107|0|   -|2| 2647|0| 1873|0| 1951|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
|  18| 1873|0| 2275|0| 1644|0| 1025|0| 1640|0| 1713|0| 2038|0|   -|2| 2561|0| 2596|0| 1982|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+-----+-+-----+-+-----+-|
