   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: PEREIRA DE ECA

   Coordinates:

   Latitude =17DEG04'S

   Longitude =15DEG44'E

   Elevation = 1100

   WMO Identifier: 66460

   Year 1974

   +------------------------------------+
   |         DATE |         JAN |     F |
   |--------------+-------------+-------|
   |            1 |        2349 |     0 |
   |--------------+-------------+-------|
   |            2 |         950 |     0 |
   |--------------+-------------+-------|
   |            3 |        1160 |     0 |
   |--------------+-------------+-------|
   |            4 |        1373 |     0 |
   |--------------+-------------+-------|
   |            5 |        2177 |     0 |
   |--------------+-------------+-------|
   |            6 |        2257 |     0 |
   |--------------+-------------+-------|
   |            7 |        2035 |     0 |
   |--------------+-------------+-------|
   |            8 |        1223 |     0 |
   |--------------+-------------+-------|
   |            9 |        1905 |     0 |
   |--------------+-------------+-------|
   |           10 |        1729 |     0 |
   |--------------+-------------+-------|
   |           11 |        2236 |     0 |
   |--------------+-------------+-------|
   |           12 |        1884 |     0 |
   |--------------+-------------+-------|
   |           13 |        1771 |     0 |
   |--------------+-------------+-------|
   |           14 |        1750 |     0 |
   |--------------+-------------+-------|
   |           15 |        2407 |     0 |
   |--------------+-------------+-------|
   |           16 |        1821 |     0 |
   |--------------+-------------+-------|
   |           17 |        2098 |     0 |
   |--------------+-------------+-------|
   |           18 |        2098 |     0 |
   |--------------+-------------+-------|
   |           19 |        1624 |     0 |
   |--------------+-------------+-------|
   |           20 |        1658 |     0 |
   |--------------+-------------+-------|
   |           21 |        2081 |     0 |
   |--------------+-------------+-------|
   |           22 |        2265 |     0 |
   |--------------+-------------+-------|
   |           23 |        2474 |     0 |
   |--------------+-------------+-------|
   |           24 |        2788 |     0 |
   |--------------+-------------+-------|
   |           25 |        2252 |     0 |
   |--------------+-------------+-------|
   |           26 |        1076 |     0 |
   |--------------+-------------+-------|
   |           27 |        2328 |     0 |
   |--------------+-------------+-------|
   |           28 |        2567 |     0 |
   |--------------+-------------+-------|
   |           29 |        2085 |     0 |
   |--------------+-------------+-------|
   |           30 |        2273 |     0 |
   |--------------+-------------+-------|
   |           31 |        2018 |     0 |
   |--------------+-------------+-------|
   |          SUM |       60712 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        1958 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
