   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: NAIROBI / KENYATTA ARPT

   Coordinates:

   Latitude =1DEG19'S

   Longitude =36DEG55'E

   Elevation = 1624

   WMO Identifier: 63740

   Year 1969

   +------------------------------------------------------------------------+
   |  DATE |    AUG | F |    SEP | F |    OCT | F |    NOV | F |    DEC | F |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     1 |   1288 | 0 |   2315 | 0 |   2323 | 0 |   2032 | 0 |   2041 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     2 |   1946 | 0 |   1746 | 0 |   2335 | 0 |   2066 | 0 |   1934 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     3 |   2126 | 0 |   1899 | 0 |   2241 | 0 |   1746 | 0 |   1536 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     4 |   1630 | 0 |   1946 | 0 |   1793 | 0 |   1887 | 0 |   1771 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     5 |   1899 | 0 |   2302 | 0 |   1818 | 0 |   1356 | 0 |   1746 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     6 |    624 | 0 |   1489 | 0 |   1818 | 0 |   1946 | 0 |   1382 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     7 |    410 | 0 |   2241 | 0 |   1724 | 0 |   1805 | 0 |   2135 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     8 |   1215 | 0 |   1468 | 0 |   1805 | 0 |   1677 | 0 |   1544 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     9 |   1591 | 0 |   1014 | 0 |   1783 | 0 |   1758 | 0 |   1274 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    10 |    979 | 0 |   1378 | 0 |   2066 | 0 |   1476 | 0 |   1887 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    11 |   1061 | 0 |    826 | 0 |   2173 | 0 |   1335 | 0 |   2208 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    12 |    530 | 0 |   1501 | 0 |   2066 | 0 |   1617 | 0 |   2374 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    13 |   1830 | 0 |   1959 | 0 |   2194 | 0 |   2088 | 0 |   2315 | 0 |
