   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: NAMPULA

   Coordinates:

   Latitude =15DEG06'S

   Longitude =39DEG17'E

   Elevation = 433

   WMO Identifier: 67237

   Year 2004

   +------------------------------------+
   |         DATE |         DEC |     F |
   |--------------+-------------+-------|
   |            1 |        2001 |     0 |
   |--------------+-------------+-------|
   |            2 |        2508 |     0 |
   |--------------+-------------+-------|
   |            3 |        2144 |     0 |
   |--------------+-------------+-------|
   |            4 |        2311 |     0 |
   |--------------+-------------+-------|
   |            5 |        2240 |     0 |
   |--------------+-------------+-------|
   |            6 |        2592 |     0 |
   |--------------+-------------+-------|
   |            7 |        2047 |     0 |
   |--------------+-------------+-------|
   |            8 |        2416 |     0 |
   |--------------+-------------+-------|
   |            9 |        2311 |     0 |
   |--------------+-------------+-------|
   |           10 |        2847 |     0 |
   |--------------+-------------+-------|
   |           11 |        2688 |     0 |
   |--------------+-------------+-------|
   |           12 |        2407 |     0 |
   |--------------+-------------+-------|
   |           13 |        2520 |     0 |
   |--------------+-------------+-------|
   |           14 |        2755 |     0 |
   |--------------+-------------+-------|
   |           15 |        1742 |     0 |
   |--------------+-------------+-------|
   |           16 |        1340 |     0 |
   |--------------+-------------+-------|
   |           17 |        1449 |     0 |
   |--------------+-------------+-------|
   |           18 |        1591 |     0 |
   |--------------+-------------+-------|
   |           19 |        2102 |     0 |
   |--------------+-------------+-------|
   |           20 |        1871 |     0 |
   |--------------+-------------+-------|
   |           21 |        2349 |     0 |
   |--------------+-------------+-------|
   |           22 |        1135 |     0 |
   |--------------+-------------+-------|
   |           23 |        2583 |     0 |
   |--------------+-------------+-------|
   |           24 |        2567 |     0 |
   |--------------+-------------+-------|
   |           25 |        1164 |     0 |
   |--------------+-------------+-------|
   |           26 |        2642 |     0 |
   |--------------+-------------+-------|
   |           27 |        2504 |     0 |
   |--------------+-------------+-------|
   |           28 |        2173 |     0 |
   |--------------+-------------+-------|
   |           29 |        2177 |     0 |
   |--------------+-------------+-------|
   |           30 |        1871 |     0 |
   |--------------+-------------+-------|
   |           31 |        2169 |     0 |
   |--------------+-------------+-------|
   |          SUM |       67216 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        2168 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
