   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: BUKOBA

   Coordinates:

   Latitude =1DEG20'S

   Longitude =31DEG49'E

   Elevation = 1137

   WMO Identifier: 63729

   Year 1965

+--------------------------------------------------------------------------------------------+
|DATE|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1|  761|0| 1314|0| 1247|0| 1523|0| 1934|0| 1465|0| 1888|0| 2009|0| 1896|0|  749|0| 1084|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 1515|0| 1314|0| 2143|0|  808|0| 1373|0| 1724|0| 2143|0|  770|0| 2285|0|  787|0|  644|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 1457|0| 1620|0|  732|0| 1754|0| 1134|0| 2022|0| 1306|0| 1410|0| 2038|0| 1486|0| 1913|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 1724|0| 1783|0| 1055|0| 2143|0| 1992|0| 1800|0|  761|0| 2068|0| 1000|0|  741|0| 1532|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5|  682|0|  657|0| 2373|0| 1808|0|  845|0| 1553|0| 2143|0| 1172|0| 1590|0| 1582|0| 1427|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 1046|0| 2298|0| 1754|0| 1142|0| 2030|0| 1821|0| 2277|0|  787|0| 1142|0| 1477|0| 1628|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 1189|0| 1570|0| 2164|0|  854|0| 2202|0| 1724|0|  741|0| 2126|0| 1323|0| 1209|0|  942|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 1687|0| 2164|0| 2285|0| 2143|0| 2193|0| 1151|0| 1029|0| 1875|0| 1494|0| 2382|0| 1733|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9| 1017|0|  523|0| 1381|0|  950|0| 2105|0|  711|0| 1553|0| 2047|0| 1611|0| 2164|0| 2365|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10| 1306|0| 1323|0| 1352|0| 1808|0| 2126|0| 1247|0| 1934|0| 1754|0| 1971|0| 1427|0|  950|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  11| 1142|0| 2047|0| 1582|0| 1741|0| 1955|0| 2202|0| 2219|0|  866|0| 2089|0|  942|0| 2725|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  12| 1733|0| 1934|0| 1762|0| 1134|0| 2001|0| 2097|0| 2248|0| 1934|0| 2164|0| 1113|0|  828|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  13| 1980|0| 2285|0|  711|0|  883|0| 1523|0| 1754|0| 2306|0| 1992|0| 1142|0| 1971|0| 2164|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  14| 2315|0| 1017|0| 2001|0|  933|0| 1858|0| 1971|0| 2315|0|  569|0| 1038|0|  904|0|  921|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  15| 2143|0|  808|0|  921|0| 1009|0| 1992|0| 1896|0| 1942|0| 1025|0| 1343|0| 1599|0| 1239|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  16| 1226|0| 2126|0| 1239|0|  808|0| 2143|0| 1704|0| 2172|0| 2105|0|  904|0|  950|0| 1867|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  17| 2143|0| 1620|0| 2047|0| 1306|0| 2097|0|  921|0| 2118|0| 2432|0|  866|0| 1226|0|  778|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  18| 1046|0|  799|0| 2390|0| 2135|0| 2068|0| 1955|0| 2143|0| 2315|0|  958|0| 2126|0|  711|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  19|  816|0|  854|0| 1570|0| 1436|0| 1783|0| 1570|0| 2143|0| 1239|0|  761|0| 2089|0| 2470|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  20| 1025|0| 1561|0| 1687|0| 1838|0| 1381|0|  950|0| 2097|0| 1570|0| 1410|0| 2047|0| 1888|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  21| 1390|0|  958|0|  531|0| 1666|0| 1783|0| 2009|0| 1771|0| 1343|0| 1264|0| 1477|0| 1494|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  22| 1704|0|  845|0| 2202|0| 1570|0| 1913|0| 1934|0| 1704|0| 1323|0| 1134|0| 2193|0| 1494|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  23| 1046|0| 1038|0| 1687|0| 1553|0|  556|0| 1649|0| 1314|0|  975|0|  523|0| 1611|0| 2030|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  24| 2202|0|  778|0| 1971|0| 1352|0| 1561|0| 1025|0| 2047|0| 2315|0|  628|0| 1055|0| 2068|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  25| 1666|0| 1038|0| 2432|0| 1590|0| 1829|0| 1532|0| 2219|0| 2152|0| 1674|0|  975|0| 1704|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  26| 1360|0| 2382|0| 1821|0| 1992|0| 1741|0| 1980|0| 1800|0| 2239|0| 1419|0| 1457|0| 1256|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  27| 1913|0|  577|0|  816|0| 2047|0| 1490|0| 2373|0| 1360|0|  368|0| 2068|0| 1151|0|  895|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  28| 1323|0| 1762|0| 1331|0| 1494|0| 1323|0| 2315|0| 2164|0| 1218|0| 1553|0| 1662|0| 1076|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  29|    -|-| 1046|0|  845|0| 2210|0| 1992|0| 1913|0| 1209|0| 1189|0| 1113|0| 1427|0|  808|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  30|    -|-| 2239|0| 2298|0| 2181|0| 1971|0|  787|0| 1925|0| 2315|0| 1000|0| 1888|0| 1226|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  31|    -|-| 1151|0|    -|-| 2152|0|    -|-|  732|0|  845|0|    -|-| 1637|0|    -|-| 1419|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
| SUM|40544|0|43431|0|48330|0|47957|0|52890|0|50468|0|55831|0|47490|0|43028|0|43860|0|45260|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|MEAN| 1448|0| 1401|0| 1611|0| 1547|0| 1763|0| 1628|0| 1801|0| 1583|0| 1388|0| 1462|0| 1460|0|
+--------------------------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
