   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: LICHINGA

   Coordinates:

   Latitude =13DEG18'S

   Longitude =35DEG17'E

   Elevation = 1364

   WMO Identifier: 67217

   Year 2007

   +------------------------------------------------------------------------+
   |   DATE|     APR|F|     MAY|F|     JUN|F|     JUL|F|     AUG|F|    SEP|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     22|    1001|0|    1511|0|    1641|0|    1440|0|    1499|0|   2010|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     23|    1482|0|    1323|0|     971|0|    1511|0|    1440|0|   2014|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     24|    1382|0|     816|0|    1650|0|    1650|0|    1859|0|   1964|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     25|     888|0|    1038|0|    1532|0|    1532|0|    1738|0|   1805|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     26|    1269|0|    1323|0|    1641|0|    1641|0|    1373|0|   1553|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     27|    1738|0|    1373|0|    1248|0|    1231|0|    1717|0|   1788|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     28|    1453|0|    1641|0|    1394|0|    1394|0|    1750|0|   1654|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     29|    1750|0|    1520|0|     971|0|     971|0|    1507|0|   1905|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     30|    1306|0|    1231|0|    1587|0|    1587|0|    1775|0|   1658|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     31|       -|-|    1591|0|       -|-|    1130|0|    1511|0|      -|-|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |    SUM|   44371|5|   41364|5|   42794|5|   44736|5|   44938|5|  50693|5|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |   MEAN|    1479|5|    1334|5|    1426|5|    1443|5|    1450|5|   1690|5|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
