   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: ZANZIBAR / KISAUNI

   Coordinates:

   Latitude =6DEG13'S

   Longitude =39DEG13'E

   Elevation = 15

   WMO Identifier: 63870

   Year 1964

+--------------------------------------------------------------------------------------------+
|DATE|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 1523|0| 2085|0| 1884|0| 1750|0| 1565|0| 1691|0| 2210|0| 2085|0| 1331|0| 1971|0| 1427|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 1540|0|  862|0| 1804|0| 1691|0| 1540|0| 1620|0| 2616|0| 1243|0| 1838|0| 1523|0| 1850|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 1884|0| 1419|0| 1691|0| 1762|0| 1595|0| 1946|0| 2516|0| 1268|0| 2051|0| 1842|0| 1892|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 1804|0| 2076|0| 2093|0| 1829|0| 1490|0| 1314|0| 1884|0| 2026|0| 1858|0| 1838|0| 1821|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 1364|0| 1549|0| 1356|0| 1750|0| 1205|0| 1645|0| 2482|0| 2172|0| 2277|0| 1771|0| 1963|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 1364|0| 1674|0|  837|0| 1812|0| 1163|0| 2323|0| 1762|0| 1909|0| 2068|0| 1515|0| 1306|0|
