   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: REUNION

   Station: ST-DENIS / GILLOT

   Coordinates:

   Latitude =20DEG53'S

   Longitude =55DEG31'E

   Elevation = 21

   WMO Identifier: 61980

   Year 1973

   +------------------------------------------------------------------------+
   |  DATE|    JUN|F|    JUL|F|    AUG|F|   SEP|F|   OCT|F|   NOV|F|   DEC|F|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     1|    805|0|   1337|0|   1287|0|  1972|0|  2330|0|  2628|0|  2661|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     2|   1307|0|   1532|0|    705|0|  2209|0|  2117|0|  2568|0|  2776|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     3|   1545|0|   1203|0|    695|0|  1841|0|  2430|0|  2615|0|  1901|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     4|   1647|0|   1525|0|   1141|0|   928|0|  2476|0|  1732|0|  2844|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     5|   1705|0|   1606|0|   1514|0|  2329|0|  2508|0|  2754|0|  2826|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     6|   1676|0|   1691|0|   1899|0|  2248|0|  2407|0|  1334|0|  2717|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     7|   1208|0|   1432|0|   1853|0|  2074|0|  2133|0|  1991|0|  1606|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     8|    665|0|   1226|0|   2589|0|  1573|0|  1845|0|  2491|0|  2542|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     9|    830|0|    918|0|   1363|0|  1270|0|  2167|0|  2049|0|  2450|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    10|   1347|0|   1748|0|   1111|0|  2060|0|  2449|0|  2923|0|  2528|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    11|   1062|0|   1169|0|   1454|0|  1555|0|  2644|0|  2832|0|  2135|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    12|   1677|0|   1442|0|   1749|0|  1791|0|  2319|0|  2879|0|  2624|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    13|   1459|0|   1233|0|   1415|0|  1958|0|  2615|0|  2198|0|  2940|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    14|   1328|0|   1448|0|   1977|0|  2407|0|  2686|0|  2353|0|  3016|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    15|   1442|0|    919|0|   2014|0|  1675|0|  2107|0|  2314|0|  2911|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    16|   1637|0|   1356|0|   1958|0|  2373|0|     -|2|  2838|0|  2814|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    17|   1186|0|    737|0|   2082|0|  1714|0|     -|2|  2874|0|  2077|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
