   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZIMBABWE

   Station: BULAWAYO / GOETZ OBS.

   Coordinates:

   Latitude =20DEG09'S

   Longitude =28DEG37'E

   Elevation = 1344

   WMO Identifier: 67964

   Year 2001

+--------------------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 2257|0| 1943|0|  538|0| 1871|0| 1666|0| 1740|0| 1707|0| 1798|0| 1711|0| 2685|0| 1948|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 1965|0| 2753|0|  838|0| 1143|0| 1456|0| 1771|0| 1478|0| 1819|0| 1673|0| 2575|0| 2812|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 2301|0| 2680|0| 1749|0| 2051|0| 1361|0| 1768|0| 1620|0| 1971|0| 1832|0| 2656|0| 2653|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 2992|0| 2474|0| 2241|0| 2195|0| 1361|0| 1791|0| 1687|0| 1634|0| 2014|0| 2595|0| 2102|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 3192|0|  932|0| 1640|0|  936|0| 1276|0| 1615|0| 1692|0| 2030|0| 1924|0| 2469|0| 1711|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 3182|0| 1520|0| 1709|0| 1373|0| 2068|0| 1715|0| 1701|0| 1882|0| 1888|0| 2452|0| 1410|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 2970|0| 1948|0| 2169|0| 2308|0| 2026|0| 1594|0|  663|0| 1322|0| 2125|0| 2450|0| 1703|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 2980|0| 1380|0| 1664|0| 1860|0| 2033|0| 1550|0|  832|0| 1947|0| 2000|0| 2512|0|  601|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9| 3151|0|  796|0| 2307|0| 1761|0| 1957|0| 1414|0|  902|0| 2047|0| 2046|0| 1899|0|  454|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10| 3059|0|  588|0| 2600|0| 1869|0| 1983|0| 1339|0| 1673|0| 1940|0| 2080|0| 2767|0| 1846|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  11| 2657|0| 1676|0| 2302|0| 1633|0| 1902|0| 1727|0| 1680|0| 1997|0| 2061|0| 2680|0| 2223|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  12| 2958|0| 1965|0| 2105|0| 2088|0| 1747|0| 1740|0| 1582|0| 1967|0| 2014|0| 2814|0| 1268|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  13| 2764|0| 2040|0| 1393|0| 2167|0| 1821|0| 1533|0| 1795|0| 1976|0| 1832|0| 2734|0| 2121|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  14| 2432|0| 2783|0| 1589|0| 2069|0| 1960|0| 1474|0| 1824|0| 1977|0|  569|0| 2506|0| 1094|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  15| 2752|0| 1648|0| 1820|0| 2149|0| 1928|0| 1636|0| 1780|0| 1951|0|  783|0| 2639|0| 1325|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  16| 2443|0| 2253|0| 1322|0| 1685|0| 1926|0| 1731|0| 1784|0| 1986|0| 1852|0| 2552|0| 2427|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  17| 2464|0| 2081|0| 1172|0| 1933|0| 1934|0| 1678|0| 1769|0| 1887|0| 2341|0| 2420|0| 1976|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  18| 2189|0| 1198|0| 2120|0| 1679|0| 1867|0| 1719|0| 1793|0| 1855|0| 2404|0| 2248|0| 2199|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  19| 2684|0| 1337|0| 1789|0| 2000|0| 1723|0| 1712|0| 1782|0| 1816|0| 2267|0| 1377|0| 2813|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  20| 2955|0| 1039|0| 1213|0| 2001|0|  810|0| 1567|0| 1901|0| 1796|0| 2369|0| 1085|0|  946|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  21| 2856|0|  853|0| 1721|0| 1671|0| 1466|0| 1473|0| 1902|0| 1828|0| 2219|0| 1049|0| 1315|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  22| 2287|0| 1825|0| 1090|0| 2107|0| 1779|0| 1712|0| 1916|0| 1681|0| 2267|0| 2686|0| 1597|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  23| 2294|0| 2194|0| 1098|0| 2170|0| 1824|0| 1662|0| 1870|0| 1782|0| 2175|0| 2816|0| 2748|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  24| 2725|0| 1246|0| 1253|0| 2123|0| 1820|0| 1572|0| 1835|0| 1853|0| 2155|0| 2705|0| 1644|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  25| 2431|0| 1690|0|  780|0| 1994|0| 1776|0| 1311|0| 1233|0| 1714|0| 2176|0| 2035|0| 2494|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  26| 2350|0| 1823|0| 2014|0| 1718|0| 1760|0|  420|0| 1262|0| 1941|0| 2035|0| 2321|0| 2436|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  27| 2797|0| 1092|0| 2493|0| 1935|0| 1812|0| 1572|0| 1394|0| 1963|0| 1944|0| 2178|0| 1136|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  28| 2888|0|  508|0| 2283|0| 1315|0| 1145|0| 1327|0| 1952|0| 1801|0|  572|0| 1205|0| 1328|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  29| 2962|0|    -|-| 1416|0| 1632|0| 1790|0| 1472|0| 1575|0| 2086|0| 2182|0| 1166|0| 2322|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  30| 2795|0|    -|-| 2264|0| 1942|0| 1753|0| 1618|0|  804|0| 2061|0| 2363|0| 2714|0| 1159|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  31| 2389|0|    -|-| 1983|0|    -|-| 1770|0|    -|-|  715|0| 1819|0|    -|-| 2837|0|    -|-|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
| SUM|83121|0|46265|0|52675|0|55378|0|53500|0|46953|0|48103|0|58127|0|57873|0|71827|0|53811|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|MEAN| 2681|0| 1652|0| 1699|0| 1846|0| 1726|0| 1565|0| 1552|0| 1875|0| 1929|0| 2317|0| 1794|0|
+--------------------------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
