   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: MALANGE

   Coordinates:

   Latitude =9DEG33'S

   Longitude =16DEG22'E

   Elevation = 1139

   WMO Identifier: 66215

   Year 1967

   +------------------------------------------------------------------------+
   |  DATE|    JAN|F|    FEB|F|    MAR|F|   APR|F|   MAY|F|   JUN|F|   JUL|F|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     1|   1461|0|   2122|0|   2491|0|  2051|0|  1360|1|  1574|0|  2043|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     2|   1632|0|   1963|0|   1909|0|  2105|0|  1126|0|  1704|0|  1884|1|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     3|   1934|0|   2315|0|   1838|0|  1616|0|  1904|0|  1838|0|  1833|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     4|   1884|0|   2118|0|   1532|0|  1900|0|  1423|0|  1926|0|  1888|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     5|   1754|0|   1678|0|   1674|0|  1729|0|  1457|0|  1947|0|  1817|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     6|   1976|0|    921|0|   1272|0|  1004|0|  1611|0|  1909|0|  2001|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     7|   1427|0|   1423|0|   1733|0|  2269|0|   921|1|  2018|0|  1925|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     8|   1733|0|   1260|0|   1620|0|  2131|0|  1582|0|  2001|0|  1934|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     9|   2306|0|   1369|0|   1904|0|  1888|0|  1858|0|  1901|0|  1904|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    10|   1800|0|   2407|0|   1724|0|  1833|0|  2105|0|  1767|0|  1925|1|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    11|   1536|0|   2399|0|   1963|0|  2089|0|  1917|0|  2010|0|  1955|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    12|   1871|0|   1410|0|   1896|0|  2080|0|  2114|0|  1545|0|  1980|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    13|   2332|0|   1858|0|   1708|0|  1963|0|  2206|0|  1721|0|  1904|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    14|   2118|0|   1850|0|   1457|0|  2357|0|   711|1|  1926|0|  1766|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    15|    594|0|   2495|0|    908|0|   996|0|  1888|0|  1704|0|  1963|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    16|   1348|0|   1783|0|   1783|0|  1687|0|  2185|0|  1763|0|  1892|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    17|   1067|0|   2051|0|   1009|0|  2055|0|  1716|0|  1951|0|  1909|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    18|   1519|0|   1817|0|   1779|0|  1762|0|  2269|0|  2060|0|  2072|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    19|    833|0|   1586|0|   2097|0|  1854|0|  2248|0|  2018|0|  2139|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
