   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: GURUE

   Coordinates:

   Latitude =15DEG28'S

   Longitude =36DEG59'E

   Elevation = 734

   WMO Identifier: No WMO index

   Year 1971

   +------------------------------------------------------------------------+
   |  DATE |    AUG | F |    SEP | F |    OCT | F |    NOV | F |    DEC | F |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     1 |   1826 | 0 |   2224 | 0 |   2621 | 0 |   2465 | 0 |   2405 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     2 |   1903 | 0 |   2172 | 0 |   2678 | 0 |   1982 | 0 |   2340 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     3 |   2046 | 0 |   1501 | 0 |   2613 | 0 |   2215 | 0 |   2617 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     4 |   2146 | 0 |   1877 | 0 |   2319 | 0 |   1709 | 0 |   1765 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     5 |   2180 | 0 |   2388 | 0 |   2431 | 0 |   1592 | 0 |   1709 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     6 |   2107 | 0 |   2158 | 0 |   2314 | 0 |   2184 | 0 |   2631 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     7 |   2124 | 0 |   2215 | 0 |   2241 | 0 |   2445 | 0 |   2418 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     8 |   2249 | 0 |   2366 | 0 |   2002 | 0 |   2396 | 0 |   2107 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     9 |   2310 | 0 |   2237 | 0 |   2587 | 0 |   1402 | 0 |   2461 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    10 |   2154 | 0 |    926 | 0 |   2738 | 0 |    688 | 0 |   1808 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    11 |   2206 | 0 |   1363 | 0 |   2747 | 0 |   2319 | 0 |   1786 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    12 |    610 | 0 |   2249 | 0 |   2002 | 0 |   2777 | 0 |   1505 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    13 |   1977 | 0 |   2621 | 0 |   2487 | 0 |   2293 | 0 |   2093 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    14 |   2141 | 0 |   2327 | 0 |   1921 | 0 |   1571 | 0 |   1938 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    15 |   2093 | 0 |   2146 | 0 |   2782 | 0 |   1943 | 0 |   1865 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    16 |   1739 | 0 |   2042 | 0 |   2721 | 0 |   2297 | 0 |   1705 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    17 |   1747 | 0 |   2445 | 0 |   2384 | 0 |   2020 | 0 |   2691 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    18 |   1917 | 0 |   1856 | 0 |   1947 | 0 |   2461 | 0 |   2613 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    19 |   2263 | 0 |   2168 | 0 |   1471 | 0 |   2427 | 0 |   1108 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    20 |   2120 | 0 |   2366 | 0 |   2972 | 0 |   1955 | 0 |   2647 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    21 |   2063 | 0 |   2465 | 0 |   2825 | 0 |   1492 | 0 |   2435 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    22 |   2232 | 0 |   2457 | 0 |   2224 | 0 |    861 | 0 |   2453 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    23 |   1886 | 0 |   2172 | 0 |   1877 | 0 |    912 | 0 |   1199 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    24 |   2206 | 0 |   2540 | 0 |   2249 | 0 |   1640 | 0 |   2938 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    25 |   1727 | 0 |   2540 | 0 |   2726 | 0 |   2859 | 0 |   3037 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    26 |   2180 | 0 |   2548 | 0 |   2665 | 0 |   3041 | 0 |   2158 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    27 |   1636 | 0 |   2401 | 0 |   2509 | 0 |   3167 | 0 |   1385 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    28 |    918 | 0 |   2396 | 0 |   2150 | 0 |   3050 | 0 |   1972 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    29 |   2016 | 0 |   2479 | 0 |   2643 | 0 |   1765 | 0 |   2695 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    30 |   1955 | 0 |   2285 | 0 |   2314 | 0 |   1778 | 0 |   2859 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    31 |   2224 | 0 |      - | - |   2691 | 0 |      - | - |   2530 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |   SUM |  60901 | 0 |  65930 | 0 |  74851 | 0 |  61706 | 0 |  67873 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |  MEAN |   1965 | 0 |   2198 | 0 |   2415 | 0 |   2057 | 0 |   2189 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
