   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: BEIRA

   Coordinates:

   Latitude =19DEG50'S

   Longitude =34DEG51'E

   Elevation = 7

   WMO Identifier: 67297

   Year 1995

   +------------------------------------------------------------------------+
   |  DATE |    AUG | F |    SEP | F |    OCT | F |    NOV | F |    DEC | F |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     1 |   1620 | 0 |   2001 | 0 |   2227 | 0 |   2575 | 0 |   1825 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     2 |   1746 | 0 |   2005 | 0 |   2370 | 0 |   2747 | 0 |    603 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     3 |   1754 | 0 |   2031 | 0 |   2474 | 0 |   2834 | 0 |   2633 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     4 |   1733 | 0 |   1675 | 0 |   2378 | 0 |   2684 | 0 |   2994 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     5 |   1691 | 0 |   1030 | 0 |   2278 | 0 |   2805 | 0 |   2617 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     6 |   1683 | 0 |   2391 | 0 |   2349 | 0 |   2654 | 0 |   3048 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     7 |   1599 | 0 |   2382 | 0 |   2491 | 0 |   2516 | 0 |   2742 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     8 |   1972 | 0 |   2520 | 0 |   2508 | 0 |   2730 | 0 |   2776 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     9 |   1959 | 0 |   2403 | 0 |   2416 | 0 |   2483 | 0 |   2692 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    10 |   1959 | 0 |   2010 | 0 |   2479 | 0 |   2717 | 0 |   2190 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    11 |    553 | 0 |   2227 | 0 |   2324 | 0 |   2780 | 0 |   2395 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    12 |   1545 | 0 |   2072 | 0 |   2462 | 0 |   2726 | 0 |    653 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
