   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAIRE

   Station: KALEMIE

   Coordinates:

   Latitude =5DEG53'S

   Longitude =29DEG11'E

   Elevation = 790

   WMO Identifier: 64285

   Year 1965

   +------------------------------------------------------------------------+
   |       DATE |        JAN |    F |        FEB |    F |        MAR |    F |
   |------------+------------+------+------------+------+------------+------|
   |          1 |        695 |    0 |       1917 |    0 |       1611 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          2 |       1511 |    0 |       2202 |    0 |       1804 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          3 |       1737 |    0 |       2085 |    0 |       1846 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          4 |       2160 |    0 |       1992 |    0 |       1469 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          5 |        870 |    0 |       1745 |    0 |       1955 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          6 |       1875 |    0 |       2051 |    0 |       2332 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          7 |       1900 |    0 |       2223 |    0 |       1038 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          8 |       1909 |    0 |       2323 |    1 |       2541 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          9 |       1570 |    0 |       2315 |    1 |       2168 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         10 |       1900 |    0 |          - |    2 |       2436 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         11 |       2093 |    0 |       2294 |    1 |       2415 |    1 |
   |------------+------------+------+------------+------+------------+------|
   |         12 |       1825 |    0 |          - |    2 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         13 |       1909 |    0 |       2248 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         14 |       1720 |    0 |       1712 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         15 |       1477 |    0 |       1804 |    0 |       1611 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         16 |       1817 |    0 |       2105 |    0 |       1992 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         17 |       2319 |    0 |       2105 |    0 |       2122 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         18 |       1528 |    0 |       2122 |    0 |       1854 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         19 |       2378 |    0 |       1230 |    0 |        912 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         20 |       2361 |    0 |       1620 |    0 |       1172 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         21 |       2512 |    0 |       1955 |    0 |       2210 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         22 |       2168 |    0 |       2097 |    0 |       2294 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         23 |       2424 |    0 |       2097 |    0 |        971 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         24 |       2059 |    0 |       1737 |    0 |        870 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         25 |       1909 |    0 |       1984 |    0 |       1879 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         26 |       2378 |    0 |       1812 |    0 |       1637 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         27 |       1343 |    0 |       2340 |    0 |       1553 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         28 |       1963 |    0 |       1394 |    0 |        548 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         29 |       2068 |    0 |          - |    - |       2068 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         30 |       2110 |    0 |          - |    - |        870 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         31 |       2260 |    0 |          - |    - |       2369 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |        SUM |      58745 |    0 |      55468 |    1 |      53723 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |       MEAN |       1895 |    0 |       1981 |    1 |       1733 |    0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
