   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: CHIMOIO

   Coordinates:

   Latitude =19DEG07'S

   Longitude =33DEG28'E

   Elevation = 731

   WMO Identifier: 67295

   Year 2008

   +------------------------------------------------------------------------+
   |  DATE |    APR | F | MAY | F | JUN | F | JUL | F | AUG | F |   SEP | F |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    16 |   2191 | 0 |   - | - |   - | - |   - | - |   - | - |  2349 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    17 |   2166 | 0 |   - | - |   - | - |   - | - |   - | - |  2267 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    18 |   2141 | 0 |   - | - |   - | - |   - | - |   - | - |  2337 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    19 |   2075 | 0 |   - | - |   - | - |   - | - |   - | - |  2330 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    20 |   2162 | 0 |   - | - |   - | - |   - | - |   - | - |  2216 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    21 |   2096 | 0 |   - | - |   - | - |   - | - |   - | - |  1118 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    22 |   1574 | 0 |   - | - |   - | - |   - | - |   - | - |  1324 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    23 |   2088 | 0 |   - | - |   - | - |   - | - |   - | - |  2334 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    24 |   1530 | 0 |   - | - |   - | - |   - | - |   - | - |  2342 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    25 |   1958 | 0 |   - | - |   - | - |   - | - |   - | - |  2396 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    26 |   2043 | 0 |   - | - |   - | - |   - | - |   - | - |  2358 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    27 |   2046 | 0 |   - | - |   - | - |   - | - |   - | - |  2178 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    28 |   2036 | 0 |   - | - |   - | - |   - | - |   - | - |   793 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    29 |   2026 | 0 |   - | - |   - | - |   - | - |   - | - |  1377 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    30 |   1976 | 0 |   - | - |   - | - |   - | - |   - | - |  2215 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    31 |      - | - |   - | - |   - | - |   - | - |   - | - |     - | - |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |   SUM |  59875 | 0 |   - | - |   - | - |   - | - |   - | - | 57103 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |  MEAN |   1996 | 0 |   - | - |   - | - |   - | - |   - | - |  1903 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
