   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: CHIMOIO

   Coordinates:

   Latitude =19DEG07'S

   Longitude =33DEG28'E

   Elevation = 731

   WMO Identifier: 67295

   Year 2008

   +------------------------------------------------------------------------+
   |  DATE |    APR | F | MAY | F | JUN | F | JUL | F | AUG | F |   SEP | F |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |     1 |   1416 | 0 |   - | - |   - | - |   - | - |   - | - |  1489 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |     2 |   2191 | 0 |   - | - |   - | - |   - | - |   - | - |   795 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |     3 |   2092 | 0 |   - | - |   - | - |   - | - |   - | - |  1787 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |     4 |   2216 | 0 |   - | - |   - | - |   - | - |   - | - |   689 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |     5 |   2294 | 0 |   - | - |   - | - |   - | - |   - | - |  2008 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |     6 |   2122 | 0 |   - | - |   - | - |   - | - |   - | - |  2120 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |     7 |   2244 | 0 |   - | - |   - | - |   - | - |   - | - |  2056 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |     8 |   2248 | 0 |   - | - |   - | - |   - | - |   - | - |  2110 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |     9 |   1671 | 0 |   - | - |   - | - |   - | - |   - | - |  2089 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    10 |   1908 | 0 |   - | - |   - | - |   - | - |   - | - |  2203 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    11 |   2130 | 0 |   - | - |   - | - |   - | - |   - | - |  1884 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    12 |   2191 | 0 |   - | - |   - | - |   - | - |   - | - |  1159 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    13 |   2224 | 0 |   - | - |   - | - |   - | - |   - | - |  2306 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    14 |    987 | 0 |   - | - |   - | - |   - | - |   - | - |  2165 | 0 |
   |-------+--------+---+-----+---+-----+---+-----+---+-----+---+-------+---|
   |    15 |   1833 | 0 |   - | - |   - | - |   - | - |   - | - |  2309 | 0 |
