   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: VOI

   Coordinates:

   Latitude =3DEG24'S

   Longitude =38DEG34'E

   Elevation = 560

   WMO Identifier: 63793

   Year 1964

  +----------------------------------------------------------------------------+
  |DATE|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   1| 2169|0| 1458|0| 1279|0| 1836|0| 1279|0| 1836|0| 2391|0| 2169|0| 2169|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   2| 1912|0| 2225|0| 1446|0| 1668|0| 1167|0| 1057|0| 1390|0| 2113|0| 2113|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   3| 1335|0| 1279|0| 1501|0| 1133|0| 1223|0| 2057|0| 1390|0| 2225|0| 2225|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   4| 1746|0| 1613|0| 1057|0| 1257|0| 1167|0| 1891|0| 1279|0| 2092|0| 2057|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   5|  799|0| 1891|0| 1446|0| 1189|0| 1501|0| 1891|0| 1613|0| 1891|0| 1946|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   6| 1779|0| 2002|0| 1668|0| 1313|0| 1167|0| 1446|0| 1724|0| 2002|0| 1724|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   7| 2092|0| 2614|0| 1035|0| 2002|0| 1223|0| 2057|0| 2503|0| 2391|0| 1668|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   8| 2092|0| 2147|0| 1446|0| 1668|0|  834|0| 1335|0| 2113|0| 2546|0| 1779|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   9| 2503|0| 2113|0| 1501|0| 2002|0| 1057|0| 1335|0| 1724|0| 2391|0| 1557|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  10| 2280|0| 2335|0| 1335|0| 1925|0|  945|0| 1001|0| 1724|0| 2447|0| 2002|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  11| 2057|0| 1335|0| 1257|0| 1501|0| 1613|0| 1724|0| 1279|0| 2335|0| 1724|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  12| 2002|0| 1425|0| 1300|0| 1501|0| 2225|0| 2391|0| 1167|0| 1946|0| 2280|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  13| 1668|0| 1724|0| 2225|0| 1057|0| 2225|0| 1836|0| 1390|0| 1891|0| 1836|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  14| 1411|0| 2212|0| 2225|0| 1668|0| 1001|0|  945|0| 1724|0| 2057|0| 2190|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  15| 1758|0| 1656|0| 2169|0| 1501|0| 1446|0| 1446|0| 1836|0| 1668|0| 2259|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  16| 1223|0| 2169|0| 1767|0| 1501|0| 1001|0| 1057|0| 2280|0| 2280|0| 2113|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  17|  834|0| 2057|0|  979|0| 1946|0| 2113|0| 1390|0| 2503|0| 2614|0| 2036|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  18| 2302|0| 2391|0| 1446|0| 2293|0| 1223|0|  723|0| 1891|0| 2503|0| 2036|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  19| 1946|0| 2113|0| 1613|0| 1703|0| 1057|0|  723|0| 1446|0| 2280|0| 1946|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  20| 1544|0| 2113|0| 1613|0| 1245|0| 1724|0| 2280|0| 1335|0| 2190|0| 1891|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  21| 1959|0|  778|0| 1891|0| 1335|0| 1446|0| 2169|0| 1557|0| 2280|0| 2225|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  22| 1300|0| 1057|0| 1946|0| 1836|0| 1891|0| 2335|0| 1613|0| 2280|0| 1724|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  23| 2169|0| 1147|0| 1147|0|  868|0| 1446|0| 2057|0| 1668|0| 2225|0| 1891|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  24| 1891|0| 1501|0| 1878|0| 1468|0| 1425|0| 1836|0| 2280|0| 2113|0| 1724|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  25| 1356|0| 1703|0| 1446|0| 1724|0| 1279|0| 1057|0| 2057|0| 2057|0| 1925|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  26| 1368|0| 1981|0|  945|0| 1078|0| 1167|0|  945|0| 2057|0| 2558|0| 2280|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  27| 1501|0| 1014|0| 1946|0| 1112|0| 1668|0| 2280|0| 2057|0| 2503|0| 2057|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  28| 1321|0|  611|0| 1891|0| 1446|0| 1279|0| 2503|0| 2335|0| 2169|0| 1891|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  29| 1411|0| 1668|0| 1891|0| 1112|0| 1001|0| 2391|0| 2391|0| 2113|0| 1779|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  30| 2357|0| 1613|0| 1891|0| 2113|0| 2391|0| 1836|0| 2057|0| 1836|0| 2147|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  31|    -|-| 2057|0|    -|-| 1724|0| 2335|0|    -|-| 2113|0|    -|-| 1703|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  | SUM|52085|0|54002|0|47180|0|47725|0|44519|0|49830|0|56887|0|66165|0|60897|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |MEAN| 1736|0| 1742|0| 1573|0| 1540|0| 1436|0| 1661|0| 1835|0| 2206|0| 1964|0|
  +----------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
