   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: LAMU

   Coordinates:

   Latitude =2DEG16'S

   Longitude =40DEG54'E

   Elevation = 30

   WMO Identifier: 63772

   Year 1971

   +------------------------------------------------------------------------+
   |     DATE |      SEP |  F |      OCT |  F |      NOV |  F |     DEC | F |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        1 |     2105 |  1 |     2448 |  1 |        - |  - |    2961 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        2 |     2640 |  1 |     2375 |  1 |        - |  - |    3080 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        3 |     2794 |  1 |     2426 |  1 |        - |  - |    2315 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        4 |     2246 |  1 |     2434 |  1 |        - |  - |    2892 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        5 |     2816 |  1 |     2469 |  1 |        - |  - |    2948 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        6 |     2884 |  1 |     2289 |  1 |        - |  - |    2730 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        7 |     2939 |  1 |     2174 |  1 |        - |  - |    2906 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        8 |     3188 |  1 |     2362 |  1 |        - |  - |    2717 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        9 |     2927 |  1 |     2340 |  1 |        - |  - |    3080 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       10 |     2182 |  1 |     2534 |  1 |        - |  - |    3080 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       11 |     2563 |  1 |     2383 |  1 |        - |  - |    2961 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       12 |     2739 |  1 |     2448 |  1 |        - |  - |    3004 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       13 |     2794 |  1 |     2405 |  1 |        - |  - |    3038 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       14 |     2751 |  1 |     2456 |  1 |        - |  - |    3004 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       15 |     2807 |  1 |     2383 |  1 |        - |  - |    2884 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       16 |     3188 |  1 |     2585 |  1 |        - |  - |    2863 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       17 |     2982 |  1 |     2520 |  1 |        - |  - |    3060 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       18 |     3123 |  1 |     2448 |  1 |        - |  - |    2991 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       19 |     2982 |  1 |     1900 |  1 |        - |  - |    2512 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       20 |     3004 |  1 |     1416 |  1 |        - |  - |    2837 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       21 |     3158 |  1 |     2109 |  1 |        - |  - |    2696 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       22 |     3265 |  1 |     2362 |  1 |        - |  - |    3244 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       23 |     3201 |  1 |     2383 |  1 |        - |  - |    2892 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       24 |     3068 |  1 |     2375 |  1 |        - |  - |    3004 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       25 |     2914 |  1 |     2332 |  1 |        - |  - |    2991 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       26 |     3111 |  1 |     2585 |  1 |        - |  - |    3123 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       27 |     3025 |  1 |     2225 |  1 |        - |  - |    2863 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       28 |     2640 |  1 |     2354 |  1 |        - |  - |    3209 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       29 |     3102 |  1 |     2311 |  1 |        - |  - |    2849 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       30 |     2914 |  1 |     2563 |  1 |        - |  - |    3166 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       31 |        - |  - |     2397 |  1 |        - |  - |    2871 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |      SUM |    86052 |  1 |    72791 |  1 |        - |  - |   90771 | 1 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |     MEAN |     2868 |  1 |     2348 |  1 |        - |  - |    2928 | 1 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
