   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: DODOMA

   Coordinates:

   Latitude =6DEG10'S

   Longitude =35DEG46'E

   Elevation = 1119

   WMO Identifier: 63862

   Year 1976

  +----------------------------------------------------------------------------+
  |DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   1| 1905|0| 2068|0| 2014|0| 2077|0| 2240|0| 2269|0| 2022|0| 2077|0| 2156|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   2| 1997|0| 2173|0| 2127|0| 2043|0| 1930|0| 2311|0| 2093|0| 2165|0| 1884|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   3| 2135|0| 2374|0| 1964|0| 2529|0| 1938|0| 2248|0| 2232|0| 1859|0| 2361|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   4| 2286|0| 1901|0| 2466|0| 2345|0| 1901|0| 1859|0| 2269|0| 2294|0| 2353|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   5| 2483|0| 2206|0| 2382|0| 2269|0| 2206|0| 2181|0| 2240|0| 2336|0| 2361|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   6| 2441|0| 2139|0| 2139|0| 2449|0| 2093|0| 1679|0| 2156|0| 2278|0| 2294|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   7| 1922|0| 1712|0| 2035|0| 2382|0| 2328|0| 2139|0| 2031|0| 2085|0| 2466|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   8| 1616|0| 1938|0| 2416|0| 2336|0| 1696|0| 2223|0| 2148|0| 2135|0| 2303|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   9| 1537|0| 2181|0| 2407|0| 2198|0| 2190|0| 2060|0| 2127|0| 2173|0| 2278|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  10| 1520|0| 1834|0| 2424|0| 2248|0| 2353|0| 2181|0| 2127|0| 1964|0| 2248|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  11| 1876|0| 2005|0| 1679|0| 2286|0| 2269|0| 2190|0| 2215|0| 2206|0| 2441|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  12| 2148|0| 2223|0| 2198|0| 2232|0| 1495|0| 1876|0| 1599|0| 2240|0| 2391|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  13| 2206|0| 1503|0| 2370|0| 2512|0| 1825|0| 2303|0| 2278|0| 1842|0| 2303|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  14| 2060|0| 1738|0| 2466|0| 2206|0| 2286|0| 1562|0| 2286|0| 1478|0| 2206|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  15| 2504|0| 2156|0| 1930|0| 1947|0| 2173|0| 2022|0| 2127|0| 2223|0| 2286|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  16| 2416|0|  929|0| 2181|0| 2043|0| 1834|0| 2148|0| 2110|0| 2345|0| 1913|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  17| 2278|0| 1746|0| 2060|0| 1859|0| 1591|0| 1867|0| 2382|0| 2206|0| 2139|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  18| 2328|0| 2407|0| 1009|0| 1834|0| 1964|0| 2206|0| 2198|0| 2286|0| 2181|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  19| 2416|0| 2005|0| 2353|0| 2391|0| 2240|0| 2093|0| 2311|0| 2336|0| 2240|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  20| 2520|0| 2031|0| 2286|0| 2206|0| 2252|0| 2085|0| 2269|0| 2198|0| 2232|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  21| 2512|0| 2667|0| 2139|0| 2286|0| 2424|0| 2043|0| 1922|0| 2345|0| 2353|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  22| 2512|0| 2491|0| 2571|0|  913|0| 1754|0| 1972|0| 2206|0| 2407|0| 2474|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  23| 2215|0| 2303|0| 2206|0| 1892|0| 2257|0| 1834|0| 2223|0| 2370|0| 2474|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  24| 2529|0| 2650|0| 1805|0| 2060|0| 2370|0| 2265|0| 2248|0| 2303|0| 2257|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  25| 2504|0| 2466|0| 1319|0| 1763|0| 2278|0| 2165|0| 2278|0| 2198|0| 2148|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  26| 2407|0| 2102|0| 2370|0| 1964|0| 2206|0| 2206|0| 2491|0| 2265|0| 2416|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  27| 2248|0| 2206|0| 1746|0| 2060|0| 1884|0| 2190|0| 2206|0| 2248|0| 2206|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  28| 2391|0| 2286|0| 1805|0| 1729|0| 2206|0| 2311|0| 2206|0| 2257|0| 2085|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
