   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: KILIMANJARO ARPT

   Coordinates:

   Latitude =3DEG25'S

   Longitude =37DEG04'E

   Elevation = 891

   WMO Identifier: 63791

   Year 1976

  +----------------------------------------------------------------------------+
  |DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   1| 2181|0| 2734|0| 2889|0| 1867|0| 2131|0| 1486|0| 1591|0| 1662|0| 2131|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   2| 2437|0| 2818|0| 2123|0| 1658|0| 2089|0| 1520|0| 1884|0| 1683|0| 2173|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   3| 1825|0| 2449|0| 2834|0| 2148|0| 2131|0| 1231|0| 1926|0| 2273|0| 2378|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   4| 2571|0| 2336|0| 2977|0| 1792|0| 2194|0| 1160|0| 2194|0| 2244|0| 2244|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   5| 2734|0| 2345|0| 2500|0| 1876|0| 2336|0| 1344|0| 2345|0| 1712|0| 2068|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   6| 2684|0| 2223|0| 2428|0| 1721|0| 2131|0| 1160|0| 1650|0| 1578|0| 2500|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   7| 2508|0| 2663|0| 2868|0| 1947|0| 1089|0| 2378|0| 1110|0| 1252|0| 2633|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   8| 2089|0| 1968|0| 2797|0| 1746|0| 1712|0| 2018|0| 1733|0| 1444|0| 2776|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   9| 2550|0| 2173|0| 2784|0| 1947|0| 1428|0| 1754|0| 2194|0| 1507|0| 2600|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  10| 1918|0| 2918|0| 2763|0| 1574|0| 2139|0| 1499|0| 1612|0| 2173|0| 1712|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  11| 2089|0| 2713|0| 2336|0| 1645|0| 1650|0| 1976|0| 1578|0| 2684|0| 2315|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  12| 2520|0| 2805|0| 2784|0| 1210|0| 1650|0| 1193|0| 1101|0| 1805|0| 2633|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  13| 2508|0| 2152|0| 2734|0| 1800|0| 1570|0| 2152|0| 1662|0| 1620|0| 1947|0|
