   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: DUNDO

   Coordinates:

   Latitude =7DEG24'S

   Longitude =20DEG49'E

   Elevation = 775

   WMO Identifier: 66152

   Year 1974

   +------------------------------------+
   |         DATE |         JAN |     F |
   |--------------+-------------+-------|
   |            1 |         653 |     0 |
   |--------------+-------------+-------|
   |            2 |        1336 |     0 |
   |--------------+-------------+-------|
   |            3 |        1562 |     0 |
   |--------------+-------------+-------|
   |            4 |         829 |     0 |
   |--------------+-------------+-------|
   |            5 |        1842 |     0 |
   |--------------+-------------+-------|
   |            6 |         829 |     0 |
   |--------------+-------------+-------|
   |            7 |         720 |     0 |
   |--------------+-------------+-------|
   |            8 |        1105 |     0 |
   |--------------+-------------+-------|
   |            9 |         833 |     0 |
   |--------------+-------------+-------|
   |           10 |        1424 |     0 |
   |--------------+-------------+-------|
   |           11 |        2035 |     0 |
   |--------------+-------------+-------|
   |           12 |        1415 |     0 |
   |--------------+-------------+-------|
   |           13 |        1110 |     0 |
   |--------------+-------------+-------|
   |           14 |        2106 |     0 |
   |--------------+-------------+-------|
   |           15 |        2022 |     0 |
   |--------------+-------------+-------|
   |           16 |         662 |     0 |
   |--------------+-------------+-------|
   |           17 |        1507 |     0 |
   |--------------+-------------+-------|
   |           18 |        2307 |     0 |
   |--------------+-------------+-------|
   |           19 |        2026 |     0 |
   |--------------+-------------+-------|
   |           20 |        1838 |     0 |
   |--------------+-------------+-------|
   |           21 |         942 |     0 |
   |--------------+-------------+-------|
   |           22 |        1348 |     0 |
   |--------------+-------------+-------|
   |           23 |        2010 |     0 |
   |--------------+-------------+-------|
   |           24 |        1918 |     0 |
   |--------------+-------------+-------|
   |           25 |        1721 |     0 |
   |--------------+-------------+-------|
   |           26 |        1763 |     0 |
   |--------------+-------------+-------|
   |           27 |        1139 |     0 |
   |--------------+-------------+-------|
   |           28 |        2039 |     0 |
   |--------------+-------------+-------|
   |           29 |        1457 |     0 |
   |--------------+-------------+-------|
   |           30 |        1197 |     0 |
   |--------------+-------------+-------|
   |           31 |        1851 |     0 |
   |--------------+-------------+-------|
   |          SUM |       45546 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        1469 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
