   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: MENONGUE / SERPA PINTO

   Coordinates:

   Latitude =14DEG40'S

   Longitude =17DEG42'E

   Elevation = 1348

   WMO Identifier: 66410

   Year 1974

   +------------------------------------+
   |         DATE |         JAN |     F |
   |--------------+-------------+-------|
   |            1 |         963 |     0 |
   |--------------+-------------+-------|
   |            2 |        1302 |     0 |
   |--------------+-------------+-------|
   |            3 |        2018 |     0 |
   |--------------+-------------+-------|
   |            4 |        2491 |     0 |
   |--------------+-------------+-------|
   |            5 |        2173 |     0 |
   |--------------+-------------+-------|
   |            6 |        1964 |     0 |
   |--------------+-------------+-------|
   |            7 |        2089 |     0 |
   |--------------+-------------+-------|
   |            8 |        2232 |     0 |
   |--------------+-------------+-------|
   |            9 |        1160 |     0 |
   |--------------+-------------+-------|
   |           10 |        1005 |     0 |
   |--------------+-------------+-------|
   |           11 |        2026 |     0 |
   |--------------+-------------+-------|
   |           12 |        2738 |     0 |
   |--------------+-------------+-------|
   |           13 |        2399 |     0 |
   |--------------+-------------+-------|
   |           14 |        2319 |     0 |
   |--------------+-------------+-------|
   |           15 |        1834 |     0 |
   |--------------+-------------+-------|
   |           16 |        1696 |     0 |
   |--------------+-------------+-------|
   |           17 |        2328 |     0 |
   |--------------+-------------+-------|
   |           18 |        1658 |     0 |
   |--------------+-------------+-------|
   |           19 |        1943 |     0 |
   |--------------+-------------+-------|
   |           20 |        2010 |     0 |
   |--------------+-------------+-------|
   |           21 |        1792 |     0 |
   |--------------+-------------+-------|
   |           22 |        2428 |     0 |
   |--------------+-------------+-------|
   |           23 |        2680 |     0 |
   |--------------+-------------+-------|
   |           24 |        2885 |     0 |
   |--------------+-------------+-------|
   |           25 |        1968 |     0 |
   |--------------+-------------+-------|
   |           26 |        1800 |     0 |
   |--------------+-------------+-------|
   |           27 |        2010 |     0 |
   |--------------+-------------+-------|
   |           28 |        2667 |     0 |
   |--------------+-------------+-------|
   |           29 |        2784 |     0 |
   |--------------+-------------+-------|
   |           30 |        2625 |     0 |
   |--------------+-------------+-------|
   |           31 |        1294 |     0 |
   |--------------+-------------+-------|
   |          SUM |       63281 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        2041 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
