   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: PEMBA

   Coordinates:

   Latitude =12DEG59'S

   Longitude =40DEG31'E

   Elevation = 99

   WMO Identifier: 67215

   Year 1977

+----------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F| SEP|F| OCT|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|   1| 2107|0| 1769|0| 2081|0| 2038|0| 2016|0| 1886|0| 1917|0| 2055|0|2120|0|1691|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|   2| 1242|0| 1947|0| 1674|0| 1700|0| 1808|0| 1843|0| 1609|0| 1913|0|2016|0|2522|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|   3| 1380|0| 2198|0| 1440|0| 1717|0| 1860|0| 1886|0| 1423|0| 1951|0|2120|0|2530|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|   4| 2535|0| 1432|0| 2492|0| 1211|0| 1986|0| 1907|0| 1385|0| 1951|0|2051|0|2418|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|   5| 2184|0| 1929|0| 2423|0| 1691|0| 1354|0| 1977|0| 1752|0| 2042|0|2063|0|2544|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|   6|  722|0| 2224|0| 2773|0| 1735|0| 2128|0| 1929|0| 1899|0| 2016|0|1843|0|2552|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|   7| 1168|0| 2042|0| 1769|0|  528|0| 2016|0| 1869|0| 1899|0| 1294|0|2055|0|2600|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|   8| 1873|0| 1636|0| 2431|0| 1125|0| 2033|0| 1917|0| 1791|0| 1021|0|2063|0|   -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|   9| 2552|0| 2445|0| 2492|0| 1250|0| 1955|0| 1886|0| 1882|0| 1913|0|1826|0|2600|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-+----+-|
|  10| 2716|0| 1856|0| 1687|0| 1933|0| 1782|0| 1998|0| 1925|0| 1843|0|2228|0|   -|2|
