   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAIRE

   Station: INONGO

   Coordinates:

   Latitude =1DEG58'S

   Longitude =18DEG16'E

   Elevation = 310

   WMO Identifier: 64115

   Year 1985

+------------------------------------------------------------------------------------+
|DATE|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 1701|0|  830|0| 1793|0| 1299|0| 1655|0| 1257|0| 1173|0| 1345|0| 1358|0| 2099|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 2078|0|    -|2| 1550|0| 1613|0| 1810|0| 1634|0| 1052|0| 2095|0| 1651|0| 2237|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3|  926|0| 1781|0| 1609|0| 1680|0| 1722|0| 1580|0| 1148|0| 2170|0|  830|0| 2011|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 1894|0| 1864|0| 1676|0| 1722|0| 1776|0| 1626|0| 1399|0| 1978|0| 1001|0| 1860|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 2145|0| 1982|0| 1957|0| 1705|0| 1622|0| 1676|0|  545|0| 1156|0|  993|0| 1563|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 1165|0| 1416|0| 2078|0| 1299|0| 1299|0|  578|0| 1165|0|  620|0| 1693|0| 1659|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 1772|0| 1693|0| 1982|0| 1341|0| 1035|0| 1651|0|    -|2| 2212|0| 1886|0|  821|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 1957|0| 1864|0| 2099|0| 1307|0| 1697|0| 1496|0| 1026|0| 2133|0| 1684|0| 1035|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9| 2124|0| 1823|0| 1869|0| 1479|0| 1399|0| 1684|0| 1026|0| 2087|0|  821|0|  821|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10| 1701|0| 1864|0| 1886|0| 1613|0| 1299|0| 1642|0| 1710|0|  934|0|  637|0|  968|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  11| 2133|0|    -|2| 1990|0| 1391|0| 1416|0| 1684|0| 1307|0|    -|2| 1207|0| 1399|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  12| 1102|0|  553|0| 1973|0| 1550|0| 1383|0| 1873|0| 1265|0|  838|0| 1718|0| 2061|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  13| 2070|0| 2024|0| 2028|0| 1777|0|  813|0| 1814|0| 1123|0| 1190|0| 1864|0| 1844|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  14| 1504|0| 1957|0| 1810|0| 1613|0| 1161|0| 1617|0|  620|0| 1726|0| 1730|0| 1990|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  15| 1986|0| 1919|0| 1718|0| 1454|0| 1110|0| 1546|0| 1060|0| 1416|0| 2145|0| 1747|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  16| 1911|0| 1425|0| 1835|0| 1538|0| 1043|0| 1496|0| 2154|0| 1274|0| 2292|0| 2124|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  17| 1433|0| 1747|0| 1651|0| 1584|0| 1094|0| 1693|0| 2078|0| 1965|0| 1399|0| 2304|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  18| 1249|0| 1391|0| 1693|0| 1512|0| 1307|0| 1609|0| 1839|0| 2145|0| 1182|0|  704|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  19| 2032|0| 1781|0| 1596|0| 1714|0| 1299|0| 1496|0| 1408|0| 1978|0| 1902|0| 1659|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  20| 1940|0| 1894|0| 1835|0| 1428|0| 1094|0| 1307|0| 1659|0| 1764|0| 2087|0| 2053|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  21| 1848|0| 1781|0| 1756|0| 1630|0| 1366|0| 1383|0| 1940|0| 1911|0| 2087|0| 2145|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  22| 1881|0| 1684|0| 1911|0| 1550|0|  926|0| 1223|0| 1131|0| 2154|0| 1831|0| 1932|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  23| 1948|0| 1873|0| 1886|0| 1454|0| 1094|0| 1546|0| 1802|0| 2124|0|    -|2| 1596|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  24|  486|0| 1957|0| 1223|0| 1291|0| 1483|0| 1215|0|  603|0|  867|0|  469|0|  637|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  25| 1622|0| 1747|0| 1496|0| 1144|0| 1492|0| 1240|0| 1198|0| 1190|0| 1948|0| 2011|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  26| 1781|0|    -|2| 1730|0| 1454|0| 1307|0| 1596|0| 1676|0| 1282|0| 2015|0| 1739|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  27| 1940|0| 1668|0| 1634|0| 1647|0| 1374|0| 1496|0|  545|0| 1756|0| 1919|0| 2011|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  28| 2032|0| 1651|0| 1580|0| 1584|0| 1408|0|  302|0| 1320|0|    -|2| 2133|0| 1563|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  29| 2133|0| 1886|0| 1512|0| 1521|0| 1161|0| 1617|0| 2116|0| 1358|0| 2191|0| 1802|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  30| 2233|0| 1911|0| 1433|0| 1425|0|  976|0| 1596|0| 1010|0| 2041|0| 1416|0| 1450|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  31|  813|0|    -|-| 1542|0|    -|-| 1391|0| 1730|0|    -|-| 1894|0|    -|-| 1626|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
| SUM|53540|0|51073|0|54331|0|45319|0|41012|0|45903|0|39412|0|50886|0|47678|0|51471|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|MEAN| 1727|0| 1702|0| 1753|0| 1511|0| 1323|0| 1481|0| 1314|0| 1641|0| 1589|0| 1660|0|
+------------------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
