   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: LUENA / LUSO

   Coordinates:

   Latitude =11DEG47'S

   Longitude =19DEG55'E

   Elevation = 1328

   WMO Identifier: 66285

   Year 1974

   +------------------------------------+
   |         DATE |         JAN |     F |
   |--------------+-------------+-------|
   |            1 |        1361 |     0 |
   |--------------+-------------+-------|
   |            2 |        1629 |     0 |
   |--------------+-------------+-------|
   |            3 |        2169 |     0 |
   |--------------+-------------+-------|
   |            4 |        1557 |     0 |
   |--------------+-------------+-------|
   |            5 |        1968 |     0 |
   |--------------+-------------+-------|
   |            6 |        2252 |     0 |
   |--------------+-------------+-------|
   |            7 |        2382 |     0 |
   |--------------+-------------+-------|
   |            8 |        2001 |     0 |
   |--------------+-------------+-------|
   |            9 |        1951 |     0 |
   |--------------+-------------+-------|
   |           10 |        2257 |     0 |
   |--------------+-------------+-------|
   |           11 |        2441 |     0 |
   |--------------+-------------+-------|
   |           12 |        2190 |     0 |
   |--------------+-------------+-------|
   |           13 |         766 |     0 |
   |--------------+-------------+-------|
   |           14 |        1583 |     0 |
   |--------------+-------------+-------|
   |           15 |        1285 |     0 |
   |--------------+-------------+-------|
   |           16 |         653 |     0 |
   |--------------+-------------+-------|
   |           17 |        1072 |     0 |
   |--------------+-------------+-------|
   |           18 |        1444 |     0 |
   |--------------+-------------+-------|
   |           19 |        2604 |     0 |
   |--------------+-------------+-------|
   |           20 |        1193 |     0 |
   |--------------+-------------+-------|
   |           21 |        1369 |     0 |
   |--------------+-------------+-------|
   |           22 |        1482 |     0 |
   |--------------+-------------+-------|
   |           23 |        1675 |     0 |
   |--------------+-------------+-------|
   |           24 |        1570 |     0 |
   |--------------+-------------+-------|
   |           25 |        1897 |     0 |
   |--------------+-------------+-------|
   |           26 |        2315 |     0 |
   |--------------+-------------+-------|
   |           27 |        1767 |     0 |
   |--------------+-------------+-------|
   |           28 |        1905 |     0 |
   |--------------+-------------+-------|
   |           29 |        1377 |     0 |
   |--------------+-------------+-------|
   |           30 |        2592 |     0 |
   |--------------+-------------+-------|
   |           31 |        1135 |     0 |
   |--------------+-------------+-------|
   |          SUM |       53842 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        1737 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
