   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: MOMBASA / MOI ARPT

   Coordinates:

   Latitude =4DEG02'S

   Longitude =39DEG37'E

   Elevation = 57

   WMO Identifier: 63820

   Year 1993

   +------------------------------------------------------------------------+
   |   DATE|     JAN|F|     FEB|F|     MAR|F|     APR|F|     MAY|F|    JUN|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    2319|0|    2700|0|    1964|0|    2426|0|    2007|0|   1759|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    2033|0|    2662|0|    1981|0|    2426|0|    1814|0|   1849|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    2341|0|    2221|0|    2007|0|    2405|0|    1682|0|   1900|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    1793|0|    2486|0|    2067|0|    2499|0|    2020|0|   1742|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    2033|0|    2508|0|    2413|0|    2478|0|    1844|0|   1532|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    1121|0|    2426|0|    2174|0|    2529|0|    2037|0|   1793|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|    1434|0|    2529|0|    2276|0|    2572|0|    2234|0|   2204|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    2067|0|    1849|0|    2332|0|    2465|0|    2426|0|   1986|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    2204|0|    2225|0|    2379|0|    2426|0|    2276|0|   1545|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    1951|0|    2212|0|    2636|0|    2435|0|    2195|0|   1900|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    2465|0|    2319|0|    2242|0|    2268|0|    1532|0|   1827|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    2362|0|    2007|0|    2550|0|    2067|0|    1733|0|   1605|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     13|    1879|0|    1314|0|    2593|0|    2319|0|    1271|0|   1481|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     14|    2195|0|    2058|0|    2508|0|    2088|0|     685|0|    855|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     15|    1408|0|    2212|0|    2306|0|    1635|0|    2148|0|   1502|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     16|    1814|0|    1523|0|    2268|0|    1626|0|    1887|0|   2058|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     17|    1566|0|    2276|0|    2234|0|    2413|0|    2362|0|    954|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     18|    2037|0|    2486|0|    2212|0|    2435|0|    2319|0|   2007|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     19|     787|0|    2443|0|    2110|0|    2131|0|    2349|0|   1866|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     20|    2371|0|    2148|0|    2478|0|    2478|0|    1823|0|   1588|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     21|    1887|0|    2371|0|    2341|0|    1879|0|     736|0|   2088|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     22|    1511|0|    2623|0|    2456|0|    2067|0|    2088|0|   1429|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     23|    2058|0|    2550|0|    1395|0|    2127|0|    2007|0|   1083|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     24|    2204|0|    1314|0|    2341|0|    2118|0|    1857|0|   2007|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     25|    2161|0|    2550|0|    2306|0|    2632|0|    2212|0|   2225|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     26|    2110|0|    2508|0|    2559|0|    2405|0|    2204|0|   1322|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     27|    2024|0|    1951|0|    2486|0|    2276|0|    1870|0|   1335|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     28|    2255|0|    1943|0|    2234|0|    2443|0|    1960|0|    894|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     29|    2033|0|       -|-|    2499|0|    2247|0|    2255|0|   1459|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     30|    1635|0|       -|-|    2110|0|    2499|0|    1404|0|   1374|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     31|    2281|0|       -|-|    2465|0|       -|-|    1532|0|      -|-|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |    SUM|   60339|0|   62414|0|   70922|0|   68814|0|   58769|0|  49169|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |   MEAN|    1946|0|    2229|0|    2288|0|    2294|0|    1896|0|   1639|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
