   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: MUGUGA

   Coordinates:

   Latitude =1DEG13'S

   Longitude =36DEG38'E

   Elevation = 2096

   WMO Identifier: No WMO index

   Year 1973

   +------------------------------------+
   |         DATE |         JAN |     F |
   |--------------+-------------+-------|
   |            1 |        2730 |     0 |
   |--------------+-------------+-------|
   |            2 |        2802 |     0 |
   |--------------+-------------+-------|
   |            3 |        2161 |     0 |
   |--------------+-------------+-------|
   |            4 |         971 |     0 |
   |--------------+-------------+-------|
   |            5 |        1335 |     0 |
   |--------------+-------------+-------|
   |            6 |        1202 |     0 |
   |--------------+-------------+-------|
   |            7 |        1892 |     0 |
   |--------------+-------------+-------|
   |            8 |        1446 |     0 |
   |--------------+-------------+-------|
   |            9 |        2426 |     0 |
   |--------------+-------------+-------|
   |           10 |        2790 |     0 |
   |--------------+-------------+-------|
   |           11 |        2816 |     0 |
   |--------------+-------------+-------|
   |           12 |        2824 |     0 |
   |--------------+-------------+-------|
   |           13 |        2837 |     0 |
   |--------------+-------------+-------|
   |           14 |        2246 |     0 |
   |--------------+-------------+-------|
   |           15 |        1686 |     0 |
   |--------------+-------------+-------|
   |           16 |        1288 |     0 |
   |--------------+-------------+-------|
   |           17 |        2512 |     0 |
   |--------------+-------------+-------|
   |           18 |        1605 |     0 |
   |--------------+-------------+-------|
   |           19 |        2221 |     0 |
   |--------------+-------------+-------|
   |           20 |        2670 |     0 |
   |--------------+-------------+-------|
   |           21 |        2597 |     0 |
   |--------------+-------------+-------|
   |           22 |        2824 |     0 |
   |--------------+-------------+-------|
   |           23 |        2585 |     0 |
   |--------------+-------------+-------|
   |           24 |        2759 |     0 |
   |--------------+-------------+-------|
   |           25 |        2777 |     0 |
   |--------------+-------------+-------|
   |           26 |        2824 |     0 |
   |--------------+-------------+-------|
   |           27 |        2802 |     0 |
   |--------------+-------------+-------|
   |           28 |        2948 |     0 |
   |--------------+-------------+-------|
   |           29 |        2876 |     0 |
   |--------------+-------------+-------|
   |           30 |        2910 |     0 |
   |--------------+-------------+-------|
   |           31 |        2876 |     0 |
   |--------------+-------------+-------|
   |          SUM |       73238 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        2363 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
