   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: MUGUGA

   Coordinates:

   Latitude =1DEG13'S

   Longitude =36DEG38'E

   Elevation = 2096

   WMO Identifier: No WMO index

   Year 1965

   +------------------------------------------------------------------------+
   |     DATE |      SEP |  F |      OCT |  F |      NOV |  F |     DEC | F |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        1 |     2053 |  0 |     1292 |  0 |     1830 |  0 |    2550 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        2 |     2225 |  0 |     1810 |  0 |     2139 |  0 |    2464 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        3 |     2472 |  0 |     2836 |  0 |     1797 |  0 |    2353 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        4 |     2661 |  0 |     2434 |  0 |     1232 |  0 |    2652 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        5 |     2806 |  0 |     2284 |  0 |     2088 |  0 |    2631 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        6 |     2785 |  0 |     2781 |  0 |     2499 |  0 |    2725 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        7 |     2533 |  0 |     1967 |  0 |     2071 |  0 |    2674 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        8 |     1707 |  0 |     2622 |  0 |     2131 |  0 |    2409 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        9 |     1767 |  0 |     1972 |  0 |     2421 |  0 |    2678 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       10 |     1904 |  0 |     2259 |  0 |      791 |  0 |    2533 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       11 |     2113 |  0 |     2370 |  0 |     2100 |  0 |    2503 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       12 |     2477 |  0 |     2580 |  0 |     1946 |  0 |    2366 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       13 |     1873 |  0 |     1163 |  0 |     1331 |  0 |    2550 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       14 |     1652 |  0 |     1378 |  0 |     1605 |  0 |    1822 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       15 |     1407 |  0 |     1840 |  0 |     1129 |  0 |    1433 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       16 |     1202 |  0 |     1335 |  0 |     1227 |  0 |    2182 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       17 |     2554 |  0 |     2049 |  0 |     1955 |  0 |    2276 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       18 |     1934 |  0 |     2178 |  0 |     1566 |  0 |    2567 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       19 |     2066 |  0 |     1484 |  0 |     2447 |  0 |    2665 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       20 |     2507 |  0 |     2071 |  0 |     1895 |  0 |    2562 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       21 |     2589 |  0 |     1331 |  0 |     2486 |  0 |    2738 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       22 |     2327 |  0 |     1026 |  0 |     2494 |  0 |    2738 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       23 |     2075 |  0 |     1724 |  0 |     2430 |  0 |    2687 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       24 |     2237 |  0 |     2554 |  0 |     2391 |  0 |    2652 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       25 |     2071 |  0 |     2208 |  0 |     1557 |  0 |    2687 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       26 |     1814 |  0 |     2533 |  0 |     2126 |  0 |    2669 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       27 |     2092 |  0 |     1963 |  0 |     1972 |  0 |    2546 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       28 |     1805 |  0 |     2400 |  0 |     1779 |  0 |    2533 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       29 |     2374 |  0 |     2169 |  0 |     2486 |  0 |    2520 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       30 |     1689 |  0 |     2220 |  0 |     2280 |  0 |    2746 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       31 |        - |  - |     2135 |  0 |        - |  - |    2704 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |      SUM |    63771 |  0 |    62968 |  0 |    58201 |  0 |   77815 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |     MEAN |     2126 |  0 |     2031 |  0 |     1940 |  0 |    2510 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
