   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: CHICUALACUALA

   Coordinates:

   Latitude =22DEG05'S

   Longitude =31DEG41'E

   Elevation = 452

   WMO Identifier: 67308

   Year 1968

  +----------------------------------------------------------------------------+
  |DATE|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   1|    -|2| 2383|0| 2115|0| 1219|0| 1912|0| 2305|0| 2145|0| 3049|0| 3686|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   2|    -|2| 2224|0| 1310|0| 1959|0| 2058|0| 1526|0| 2936|0| 3183|0| 3724|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   3|    -|2| 1933|0|  501|0| 1860|0| 2167|0| 2872|0| 2647|0| 2414|0| 3335|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   4|    -|2| 2349|0| 1686|0| 1929|0| 2309|0| 1830|0| 1375|0| 2958|0| 1354|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   5|    -|2| 2396|0| 1643|0|  735|0| 2180|0| 2379|0| 2301|0| 3413|0| 1755|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   6| 2509|0| 2340|0| 2042|0|  268|0| 1168|0| 2469|0| 3088|0| 3409|0|  657|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   7| 3084|0| 1531|0| 2058|0| 1219|0| 2266|0| 2768|0| 3128|0| 3452|0| 1146|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   8| 2283|0| 1981|0| 2072|0| 1808|0| 2218|0| 2604|0| 3106|0| 3274|0| 1872|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |   9| 2681|0| 1781|0| 2037|0| 1882|0| 2076|0| 2578|0| 3122|0| 3197|0| 2007|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  10| 2976|0| 2154|0| 1947|0| 1808|0|  384|0| 2305|0| 2962|0|  718|0| 3118|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  11| 3114|0| 2007|0| 1890|0| 1860|0|  830|0| 2803|0| 1591|0|  345|0| 1570|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  12| 1081|0| 1682|0| 2068|0|  722|0| 2063|0| 2673|0| 2465|0| 1128|0| 3223|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  13| 2007|0|  303|0| 2184|0|  562|0| 2167|0| 2258|0| 3227|0| 1198|0| 3261|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  14| 1777|0|  493|0| 2197|0| 1998|0|  622|0| 2582|0| 3006|0| 2967|0| 2764|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  15| 2301|0| 1431|0| 2050|0| 1985|0| 1816|0| 2786|0| 3084|0| 2634|0| 2569|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  16| 1743|0| 2093|0| 2028|0| 1998|0| 2145|0| 2725|0| 3006|0|  683|0| 3153|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  17| 1298|0| 2085|0| 2080|0| 2037|0|  393|0| 2786|0| 3045|0|  635|0| 3616|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  18|  501|0| 1816|0| 2002|0| 1937|0| 1765|0| 2841|0| 2907|0| 2197|0| 3595|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  19|  778|0| 1219|0| 1298|0| 1994|0| 2224|0| 2621|0| 2833|0| 3369|0| 3607|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  20| 2786|0| 1150|0| 1648|0| 1959|0| 2418|0| 1535|0| 2872|0| 3399|0| 3676|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  21| 2163|0| 1674|0| 1955|0| 1229|0| 2383|0| 2755|0| 1825|0| 3227|0| 3616|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  22| 1570|0| 1860|0|  994|0| 1249|0| 1488|0| 2881|0| 1112|0| 3253|0| 3508|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  23| 3058|0| 1808|0| 1665|0| 1349|0| 2102|0| 2582|0| 3144|0| 3080|0| 2980|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  24| 2236|0| 1561|0| 2020|0| 1531|0| 2236|0| 2483|0| 3067|0| 3166|0| 3300|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  25| 2137|0| 1531|0| 1959|0| 2016|0| 1851|0| 1751|0| 3213|0| 1393|0| 2893|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  26| 2499|0| 1431|0| 1579|0| 2058|0| 2236|0| 3192|0| 2803|0| 2556|0| 1860|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  27| 2691|0| 1254|0| 1431|0| 2068|0| 1998|0| 3118|0| 2984|0| 2556|0|  519|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  28| 3136|0| 1717|0| 1098|0| 1951|0| 2093|0| 2989|0|  861|0| 3391|0| 2340|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  29| 2625|0| 1717|0| 1510|0| 1821|0| 1998|0| 1617|0| 1094|0| 3049|0| 2980|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  30| 2950|0| 1761|0| 1367|0| 1124|0| 1777|0|  562|0| 2133|0| 3041|0| 1423|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |  31|    -|-| 2058|0|    -|-| 1674|0| 2379|0|    -|-| 3365|0|    -|-| 1081|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  | SUM|67181|1|53723|0|52434|0|49809|0|57722|0|73176|0|80447|0|76334|0|80188|0|
  |----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
  |MEAN| 2239|1| 1733|0| 1748|0| 1607|0| 1862|0| 2439|0| 2595|0| 2544|0| 2587|0|
  +----------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
