   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: REUNION

   Station: ST-DENIS / GILLOT

   Coordinates:

   Latitude =20DEG53'S

   Longitude =55DEG31'E

   Elevation = 21

   WMO Identifier: 61980

   Year 1980

   +------------------------------------------------------------------------+
   |       DATE |        OCT |    F |        NOV |    F |        DEC |    F |
   |------------+------------+------+------------+------+------------+------|
   |          1 |          - |    2 |       1140 |    0 |       1620 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          2 |       2641 |    0 |       2420 |    0 |       2511 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          3 |       2545 |    0 |       2391 |    0 |       2283 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          4 |       2394 |    0 |       1579 |    0 |       2764 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          5 |       2598 |    0 |       2415 |    0 |       2987 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          6 |          - |    2 |          - |    2 |       2935 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          7 |          - |    2 |          - |    2 |       2387 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          8 |       2478 |    0 |       2743 |    0 |       2917 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          9 |          - |    2 |       2521 |    0 |       2212 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         10 |       2311 |    0 |       2770 |    0 |       3016 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         11 |       1722 |    0 |       3006 |    0 |       2444 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         12 |       2766 |    0 |       2897 |    0 |       3053 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         13 |       1115 |    0 |       2570 |    0 |       2494 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         14 |          - |    2 |          - |    2 |       2622 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         15 |          - |    2 |          - |    2 |       2345 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         16 |       1698 |    0 |       2711 |    0 |       3042 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         17 |       1823 |    0 |       3010 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         18 |       2670 |    0 |       2335 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         19 |       2459 |    0 |       2975 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         20 |       2479 |    0 |       2964 |    0 |       2501 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         21 |          - |    2 |       2012 |    0 |       2772 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         22 |          - |    2 |       3046 |    0 |       2659 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         23 |       1416 |    0 |       2663 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         24 |       2832 |    0 |       2917 |    0 |       2747 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         25 |       2781 |    0 |       2425 |    0 |       2516 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         26 |       1939 |    0 |          - |    2 |       2905 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         27 |       2224 |    0 |          - |    2 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         28 |       1066 |    0 |       1336 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         29 |       1677 |    0 |       1101 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         30 |       2697 |    0 |       2012 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |         31 |       2439 |    0 |          - |    - |       2553 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |        SUM |      68429 |    1 |      72449 |    1 |      81254 |    1 |
   |------------+------------+------+------------+------+------------+------|
   |       MEAN |       2207 |    1 |       2415 |    1 |       2621 |    1 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
