   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: NAMPULA

   Coordinates:

   Latitude =15DEG06'S

   Longitude =39DEG17'E

   Elevation = 433

   WMO Identifier: 67237

   Year 1994

+-----------------------------------------------------------------------------------+
|DATE|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F| DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|   1| 1696|0| 1842|0| 1968|0| 1855|0| 1985|0| 2018|0| 2479|0|  490|0| 2809|0|2851|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|   2| 2269|0| 2307|0| 2332|0| 1947|0| 1989|0| 1587|0| 2483|0| 1725|0| 2458|0|2839|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|   3| 1809|0| 1909|0| 2177|0| 2001|0| 1871|0| 1616|0| 2148|0| 2458|0| 1813|0|1511|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|   4| 2303|0| 2495|0| 2349|0| 2206|0| 1545|0| 1457|0| 1985|0| 2776|0| 1863|0|1851|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|   5| 2881|0| 2336|0| 2328|0| 1892|0| 1729|0| 1842|0| 2407|0| 2437|0| 2948|0|1084|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|   6| 2788|0| 2085|0| 2215|0| 1947|0| 1855|0| 1846|0| 2650|0| 2357|0| 2985|0|1574|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|   7| 2960|0| 2453|0| 2227|0| 1733|0| 2056|0| 1922|0| 2642|0| 2562|0| 2939|0|1499|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|   8| 2763|0| 2504|0| 2257|0| 1742|0| 1671|0| 1884|0| 2562|0| 2860|0| 2818|0|1767|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|   9| 1696|0| 2353|0| 2056|0| 1629|0| 1532|0| 2194|0| 1080|0| 2939|0| 2922|0|2244|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|  10| 2562|0| 2407|0| 2173|0| 1189|0| 2047|0| 2190|0| 2114|0| 2818|0| 2998|0|2085|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|  11| 2474|0| 2340|0| 2160|0| 1394|0| 2018|0| 2031|0| 2290|0| 2642|0| 2956|0|   -|2|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+----+-|
|  12| 2709|0| 2399|0| 1863|0| 2018|0| 1662|0| 2257|0| 2198|0| 1779|0| 2734|0|   -|2|
