   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: VOI

   Coordinates:

   Latitude =3DEG24'S

   Longitude =38DEG34'E

   Elevation = 560

   WMO Identifier: 63793

   Year 1968

   +------------------------------------------------------------------------+
   |  DATE|    JAN|F|    FEB|F|    MAR|F|   APR|F|   MAY|F|   JUN|F|   JUL|F|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     1|   2421|0|   2589|0|   1801|0|  2049|0|  2362|0|  1891|0|   958|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     2|   2601|0|   2104|0|   2092|0|  2194|0|  1296|0|  1724|0|  1967|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     3|   2028|0|   1689|0|   2396|0|  1801|0|  2250|0|  1857|0|     -|2|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     4|   2118|0|   2725|0|   2589|0|  1634|0|  2083|0|  1270|0|  1519|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     5|   2362|0|   2580|0|   2353|0|  2268|0|  2173|0|  1857|0|  1296|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     6|   2083|0|   1967|0|   2477|0|  2589|0|  1689|0|  1317|0|  1360|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     7|   1746|0|   1552|0|   2417|0|  2366|0|  1519|0|   731|0|  1634|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     8|   2387|0|   1746|0|   2417|0|  2554|0|  1462|0|   842|0|  1634|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     9|   2194|0|   1857|0|   1634|0|  2421|0|  1296|0|  1519|0|  1857|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    10|   1484|0|   1857|0|   2014|0|  2421|0|  1938|0|  2421|0|  1407|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    11|   1519|0|   2734|0|   2194|0|  1994|0|  1574|0|  1746|0|  1746|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    12|   2139|0|   2028|0|   2589|0|  1707|0|  1967|0|  2173|0|   902|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    13|   2589|0|   2083|0|   2533|0|  2353|0|  2589|0|  1236|0|   731|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    14|   2477|0|   2194|0|   2533|0|  2644|0|  1296|0|  1069|0|  1967|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    15|   2589|0|   2387|0|   2589|0|  1711|0|  2421|0|  1779|0|  1878|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    16|   2477|0|   2421|0|   1972|0|  1904|0|  2250|0|  1296|0|  2049|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    17|   2194|0|   2644|0|   1972|0|  2533|0|  1407|0|  2028|0|  1180|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    18|   2477|0|   2477|0|   1462|0|  1972|0|   689|0|  2083|0|  1194|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    19|   2250|0|   2699|0|   1519|0|  2499|0|  1519|0|  1801|0|  1967|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    20|   1746|0|   1407|0|   1352|0|  2028|0|  1236|0|  1407|0|  1912|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    21|   2083|0|   1857|0|   2194|0|  1437|0|  1677|0|  2083|0|  1857|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    22|   2374|0|   1634|0|    979|0|  1746|0|  1462|0|  1801|0|  1724|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    23|   2477|0|   1857|0|   2589|0|  1836|0|  1912|0|  2421|0|  1925|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    24|   2622|0|   2759|0|   1801|0|  2194|0|  1249|0|  2421|0|  1048|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    25|   2644|0|   2028|0|   1180|0|  1296|0|  1407|0|  2139|0|  1801|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    26|   2533|0|   1967|0|   1630|0|   731|0|  2250|0|  1878|0|  1462|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    27|   2759|0|   1241|0|   2699|0|   654|0|  1552|0|  1407|0|  1104|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    28|   2601|0|    620|0|   1746|0|  2815|0|  1069|0|  1296|0|  1147|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    29|   2533|0|   1801|0|   2589|0|  1938|0|  1069|0|  2194|0|  1699|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    30|   2229|0|      -|-|   2306|0|  2644|0|  1206|0|  2083|0|   958|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    31|   1574|0|      -|-|   1972|0|     -|-|  1801|0|     -|-|  1317|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |   SUM|  70310|0|  59504|0|  64590|0| 60933|0| 51670|0| 51770|0| 46707|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |  MEAN|   2268|0|   2052|0|   2084|0|  2031|0|  1667|0|  1726|0|  1507|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
