   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: MOCUBA

   Coordinates:

   Latitude =16DEG50'S

   Longitude =36DEG59'E

   Elevation = 134

   WMO Identifier: 67265

   Year 1985

   +------------------------------------------------------------------------+
   |     DATE |      JAN |  F |      FEB |  F |      MAR |  F |     APR | F |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        1 |     2278 |  0 |     1750 |  0 |     2533 |  0 |    2236 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        2 |     2378 |  0 |     1934 |  0 |     2391 |  0 |    2181 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        3 |     2860 |  0 |     2399 |  0 |     2571 |  0 |    1579 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        4 |     2776 |  0 |     1934 |  0 |     2349 |  0 |    2336 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        5 |     2361 |  0 |     1553 |  0 |     1449 |  0 |    2378 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        6 |     2529 |  0 |     2361 |  0 |     1650 |  0 |    2064 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        7 |     2433 |  0 |     2704 |  0 |     2102 |  0 |    2336 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        8 |     1495 |  0 |     2504 |  0 |     2370 |  0 |    1930 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        9 |     2278 |  0 |     1658 |  0 |     1960 |  0 |     896 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       10 |     1951 |  0 |     1851 |  0 |     2223 |  0 |    1625 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       11 |     1738 |  0 |     1578 |  0 |     1771 |  0 |    1566 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       12 |     1708 |  0 |      821 |  0 |     2562 |  0 |     946 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       13 |     1729 |  0 |     1675 |  0 |     2562 |  0 |    1537 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       14 |     2370 |  0 |     2378 |  0 |     2479 |  0 |    1265 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       15 |     2504 |  0 |     2320 |  0 |     2504 |  0 |    1708 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       16 |     2726 |  0 |     1809 |  0 |     2491 |  0 |    2119 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       17 |     2592 |  0 |     2575 |  0 |     2215 |  0 |    2169 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       18 |     2860 |  0 |     2236 |  0 |     2152 |  0 |    2244 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       19 |     2768 |  0 |     2135 |  0 |     2336 |  0 |    2286 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       20 |     2106 |  0 |     2215 |  0 |     2010 |  0 |    1616 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       21 |     2094 |  0 |     1738 |  0 |     1997 |  0 |    1767 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       22 |     2165 |  0 |     1587 |  0 |     1294 |  0 |    1796 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       23 |     2357 |  0 |     2315 |  0 |     2215 |  0 |    2094 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       24 |     1495 |  0 |     2102 |  0 |     2194 |  0 |    2211 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       25 |     1893 |  0 |     2315 |  0 |     1189 |  0 |    2136 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       26 |     2215 |  0 |     1604 |  0 |     2165 |  0 |    2018 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       27 |     2311 |  0 |     2755 |  0 |     2215 |  0 |    1193 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       28 |     2123 |  0 |     2228 |  0 |     1549 |  0 |    1939 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       29 |     1650 |  0 |        - |  - |     1859 |  0 |    2198 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       30 |     2717 |  0 |        - |  - |     2265 |  0 |    2031 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       31 |     2052 |  0 |        - |  - |     1717 |  0 |       - | - |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |      SUM |    69512 |  0 |    57034 |  0 |    65339 |  0 |   56400 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |     MEAN |     2242 |  0 |     2037 |  0 |     2108 |  0 |    1880 | 0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
