   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: MALANGE

   Coordinates:

   Latitude =9DEG33'S

   Longitude =16DEG22'E

   Elevation = 1139

   WMO Identifier: 66215

   Year 1968

   +------------------------------------------------------------------------+
   |   DATE|     JUL|F|     AUG|F|     SEP|F|     OCT|F|     NOV|F|    DEC|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    1846|0|    1741|0|    1984|0|    2348|0|    1264|0|   1762|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    1750|0|    1766|0|    1783|0|    2277|0|    1704|0|   2436|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    1712|0|    1657|0|    2110|0|    2055|0|    2323|0|   2302|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    1720|0|    1624|0|    1879|0|    1624|0|    1787|0|   2068|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    1662|0|    1599|0|    1863|0|    1553|0|    2252|0|    916|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    1624|0|    1519|0|    1817|0|    1758|0|    1611|0|   1783|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|    1599|0|    1473|0|    2198|0|    1582|0|    1909|0|   1854|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    1440|0|    1230|0|    1750|0|    2244|0|    2085|0|   2537|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    1716|1|    1385|0|    2076|0|    2294|0|    1888|0|   2687|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    1791|0|    1519|0|    2143|0|    1934|0|    1967|0|   2541|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    1720|0|    1695|0|    2348|0|    1498|0|    1004|0|   1896|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    1641|0|    1683|0|    2110|0|    1155|0|     770|0|   2311|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     13|    1657|0|    1758|0|    2386|0|    2214|0|    1741|0|   2172|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     14|    1666|0|    1662|0|    2260|0|    1553|0|    1176|0|   2533|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     15|    1712|0|    1624|0|    1951|0|    1800|0|    2038|0|   2587|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     16|    1729|0|    1846|0|    2172|0|    2110|0|    1925|0|   1649|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     17|    1808|0|    1846|0|    2147|0|    2118|0|    1218|0|   2193|0|
