   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: MOUNT KENYA

   Coordinates:

   Latitude =0DEG04'S

   Longitude =37DEG18'E

   Elevation = 3678

   WMO Identifier: No WMO index

   Year 2002

   +------------------------------------------------------------------------+
   |  DATE|   JUN|F|   JUL|F|    AUG|F|    SEP|F|    OCT|F|   NOV|F|   DEC|F|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |     1|  2446|0|     -|2|   1107|0|   1723|0|   1212|0|   945|0|  1831|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |     2|     -|2|     -|2|   1228|0|   1670|0|   1047|0|     -|2|  2648|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |     3|     -|2|     -|2|   1237|0|   1785|0|   1023|0|  1420|0|  1808|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |     4|     -|2|     -|2|      -|2|   1862|0|   1546|0|     -|2|  1566|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |     5|     -|2|     -|2|      -|2|   1595|0|    673|0|     -|2|   899|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |     6|     -|2|     -|2|      -|2|   1312|0|    949|0|     -|2|  1499|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |     7|     -|2|  2518|0|      -|2|   1024|0|   1132|0|     -|2|  2099|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |     8|  1351|0|     -|2|      -|2|   1128|0|    941|0|     -|2|  2151|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |     9|   709|0|     -|2|      -|2|   1782|0|   1429|0|     -|2|  1744|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    10|   982|0|     -|2|   1132|0|   1123|0|   2657|0|     -|2|  2757|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    11|  1216|0|     -|2|   2044|0|   1086|0|   1291|0|     -|2|  1960|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    12|  2330|0|     -|2|      -|2|   1279|0|   1156|0|     -|2|  2458|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    13|  2201|0|     -|2|   2107|0|   1125|0|   1062|0|     -|2|  1737|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    14|     -|2|  2208|0|   1483|0|   1170|0|      -|2|     -|2|  1745|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    15|     -|2|     -|2|   1349|0|   1296|0|   1132|0|     -|2|  1572|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    16|     -|2|     -|2|   1224|0|      -|2|   1293|0|     -|2|  1484|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    17|   889|0|     -|2|   1446|0|    961|0|   1145|0|   763|0|  2188|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    18|  2246|0|     -|2|   1286|0|      -|2|    942|0|  1615|0|  1108|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    19|     -|2|     -|2|   1062|0|      -|2|      -|2|  1537|0|     -|2|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    20|     -|2|     -|2|   1190|0|      -|2|      -|2|  1198|0|  1147|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    21|     -|2|     -|2|      -|2|      -|2|      -|2|  1199|0|   930|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    22|     -|2|     -|2|   1491|0|   1014|0|      -|2|  1443|0|   989|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    23|     -|2|     -|2|    930|0|    999|0|      -|2|  2224|0|     -|2|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    24|     -|2|     -|2|   2009|0|   1414|0|      -|2|  1777|0|   695|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    25|     -|2|     -|2|   1367|0|   1256|0|      -|2|  2351|0|   572|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    26|     -|2|     -|2|    812|0|   1158|0|      -|2|     -|2|   776|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    27|  1356|0|     -|2|   1040|0|   1291|0|   1884|0|  2922|0|   922|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    28|  1631|0|     -|2|    889|0|   1036|0|   2678|0|  2938|0|   782|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    29|     -|2|     -|2|   2759|0|   2214|0|   1753|0|  2505|0|  1008|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    30|     -|2|   883|0|   1677|0|   1469|0|   1457|0|  1702|0|     -|2|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |    31|     -|-|   744|0|   2232|0|      -|-|   1257|0|     -|-|   990|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |   SUM|     -|2|     -|2|  44614|1|  40526|1|  41792|1|     -|2| 46572|0|
   |------+------+-+------+-+-------+-+-------+-+-------+-+------+-+------+-|
   |  MEAN|     -|2|     -|2|   1439|1|   1351|1|   1348|1|     -|2|  1502|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
