   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: NOVA LISBOA / CHIANGA

   Coordinates:

   Latitude =12DEG44'S

   Longitude =15DEG50'E

   Elevation = 1700

   WMO Identifier: No WMO index

   Year 1968

   +------------------------------------------------------------------------+
   |   DATE|     JUL|F|     AUG|F|     SEP|F|     OCT|F|     NOV|F|    DEC|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    2047|0|    1934|0|    2219|0|    2470|0|     745|0|   1281|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    2013|0|    2080|0|    2168|0|    2332|0|    1683|0|   1436|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    1992|0|    2080|0|    2256|0|    2524|0|    2692|0|   2147|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    1892|0|    2013|0|    2277|0|    2503|0|    1515|0|   2105|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    1942|0|    1946|0|    2273|0|    1976|0|    2185|0|   1745|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    1854|0|    1988|0|    2319|0|    1758|0|    1771|0|   1025|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|    1808|0|    1967|0|    2064|0|    2466|0|    1352|0|   1285|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    1900|0|    1879|0|    2055|0|    1812|0|    1745|0|   1762|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    2055|0|    1913|0|    2378|0|    1557|0|    1511|0|   1904|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    2105|0|    1913|0|    2445|0|    1603|0|    2332|0|   1674|1|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    2026|0|    2126|0|    2474|0|    2512|0|    1766|0|   2880|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
