   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: LUANDA

   Coordinates:

   Latitude =8DEG51'S

   Longitude =13DEG14'E

   Elevation = 74

   WMO Identifier: 66160

   Year 1987

   +------------------------------------------------------------------------+
   |       DATE |        JAN |    F |        FEB |    F |        MAR |    F |
   |------------+------------+------+------------+------+------------+------|
   |          1 |       2188 |    0 |       2523 |    0 |       2287 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          2 |       1963 |    0 |       2608 |    0 |       2536 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          3 |       2396 |    0 |       2336 |    0 |       1823 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          4 |       2208 |    0 |       1977 |    0 |       2530 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          5 |       2452 |    0 |       1644 |    0 |       2120 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          6 |       1741 |    0 |       1381 |    0 |       2417 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          7 |       2666 |    0 |       1843 |    0 |       2571 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          8 |       2066 |    0 |        943 |    0 |       2096 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          9 |       2088 |    0 |       2588 |    0 |       2026 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         10 |       2089 |    0 |       2492 |    0 |       2066 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         11 |       1784 |    0 |       2475 |    0 |       2654 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         12 |       1794 |    0 |       2408 |    0 |       2109 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         13 |       1331 |    0 |       2274 |    0 |       1122 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         14 |       1490 |    0 |       2644 |    0 |       2695 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         15 |       2105 |    0 |       2516 |    0 |       2008 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         16 |       2212 |    0 |       1115 |    0 |       1167 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         17 |       1948 |    0 |       2196 |    0 |       2163 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         18 |       2221 |    0 |       2221 |    0 |       2254 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         19 |       2529 |    0 |       2138 |    0 |       1985 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         20 |       1727 |    0 |       2357 |    0 |       2442 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         21 |       2283 |    0 |       2385 |    0 |       2120 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         22 |       2209 |    0 |       2562 |    0 |       1608 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         23 |       2585 |    0 |       2560 |    0 |       2075 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         24 |       2208 |    0 |       1735 |    0 |       1282 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         25 |       2589 |    0 |       2462 |    0 |       1429 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         26 |       2691 |    0 |       2301 |    0 |       2457 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         27 |       2210 |    0 |       2445 |    0 |       2117 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         28 |       2383 |    0 |       1982 |    0 |       2289 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         29 |       1715 |    0 |          - |    - |        896 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         30 |       2309 |    0 |          - |    - |       2370 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         31 |       2423 |    0 |          - |    - |       1662 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |        SUM |      66603 |    0 |      61111 |    0 |      63376 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |       MEAN |       2148 |    0 |       2183 |    0 |       2044 |    0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
