   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAIRE

   Station: GOMA

   Coordinates:

   Latitude =1DEG40'S

   Longitude =29DEG41'E

   Elevation = 1555

   WMO Identifier: 64184

   Year 1983

   +------------------------------------+
   |         DATE |         JAN |     F |
   |--------------+-------------+-------|
   |            1 |        1886 |     0 |
   |--------------+-------------+-------|
   |            2 |         704 |     0 |
   |--------------+-------------+-------|
   |            3 |        1001 |     0 |
   |--------------+-------------+-------|
   |            4 |        1772 |     0 |
   |--------------+-------------+-------|
   |            5 |         985 |     0 |
   |--------------+-------------+-------|
   |            6 |        1668 |     0 |
   |--------------+-------------+-------|
   |            7 |        1886 |     0 |
   |--------------+-------------+-------|
   |            8 |        1659 |     0 |
   |--------------+-------------+-------|
   |            9 |        2376 |     0 |
   |--------------+-------------+-------|
   |           10 |        2451 |     0 |
   |--------------+-------------+-------|
   |           11 |        1886 |     0 |
   |--------------+-------------+-------|
   |           12 |        2124 |     0 |
   |--------------+-------------+-------|
   |           13 |        2577 |     0 |
   |--------------+-------------+-------|
   |           14 |        2304 |     0 |
   |--------------+-------------+-------|
   |           15 |        1043 |     0 |
   |--------------+-------------+-------|
   |           16 |        1345 |     0 |
   |--------------+-------------+-------|
   |           17 |        1747 |     0 |
   |--------------+-------------+-------|
   |           18 |        2211 |     0 |
   |--------------+-------------+-------|
   |           19 |        1852 |     0 |
   |--------------+-------------+-------|
   |           20 |        1793 |     0 |
   |--------------+-------------+-------|
   |           21 |        1374 |     0 |
   |--------------+-------------+-------|
   |           22 |         846 |     0 |
   |--------------+-------------+-------|
   |           23 |        1512 |     0 |
   |--------------+-------------+-------|
   |           24 |        1320 |     0 |
   |--------------+-------------+-------|
   |           25 |         846 |     0 |
   |--------------+-------------+-------|
   |           26 |        1383 |     0 |
   |--------------+-------------+-------|
   |           27 |        1860 |     0 |
   |--------------+-------------+-------|
   |           28 |        1320 |     0 |
   |--------------+-------------+-------|
   |           29 |        1198 |     0 |
   |--------------+-------------+-------|
   |           30 |        1990 |     0 |
   |--------------+-------------+-------|
   |           31 |           - |     2 |
   |--------------+-------------+-------|
   |          SUM |       50550 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        1631 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
