   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: PEMBA

   Coordinates:

   Latitude =12DEG59'S

   Longitude =40DEG31'E

   Elevation = 99

   WMO Identifier: 67215

   Year 1997

+-------------------------------------------------------------------------------+
|DATE|  JAN|F|FEB|F|MAR|F|APR|F|MAY|F|JUN|F|JUL|F| AUG|F|  SEP|F|  OCT|F|  NOV|F|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|   1| 2994|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2441|0| 2747|0| 2060|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|   2| 2931|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2416|0| 2692|0| 2830|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|   3| 2428|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2420|0| 2433|0| 2721|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|   4| 2705|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2437|0| 2793|0| 2433|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|   5| 2600|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2495|0| 2772|0| 2885|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|   6| 2135|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2353|0| 2793|0| 2587|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|   7| 2901|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2520|0| 2068|0| 2872|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|   8| 2985|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2713|0| 2747|0| 2931|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|   9| 2914|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2596|0| 2918|0| 2847|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  10| 2386|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2516|0| 2826|0| 3056|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  11| 2751|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2236|0| 2428|0| 2939|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  12| 2123|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2671|0| 2784|0| 2901|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  13| 2910|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2500|0| 2738|0| 2834|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  14| 1063|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2617|0| 2474|0| 2977|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  15| 1407|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2625|0| 2772|0| 2675|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  16| 1411|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2407|0| 2294|0| 2814|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  17| 1248|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|1884|0| 2520|0| 2286|0| 2742|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  18| 2533|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|1876|0| 2252|0| 2617|0| 2659|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  19| 2353|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2177|0| 2600|0| 2386|0| 1964|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  20| 2989|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2148|0| 2696|0| 2131|0| 1922|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  21| 2977|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|1918|0| 2730|0| 2730|0| 2910|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  22| 2500|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2085|0| 2776|0| 2583|0| 2659|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  23| 2290|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2035|0| 2726|0| 2755|0| 2470|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  24| 1365|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2123|0| 2730|0| 2834|0| 2906|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  25| 2085|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2261|0| 2751|0| 2148|0| 2319|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  26| 2747|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2206|0| 2730|0| 2814|0| 2952|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  27| 2106|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2219|0| 2470|0| 2872|0| 2922|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  28| 1549|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|1930|0| 2554|0| 2881|0| 2784|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  29| 1541|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2458|0| 2801|0| 2922|0| 2864|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  30| 1386|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2353|0| 2847|0| 2772|0| 2650|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|  31| 2077|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|2026|0|    -|-| 2738|0|    -|-|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
| SUM|70390|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2|77146|0|81748|0|81085|0|
|----+-----+-+---+-+---+-+---+-+---+-+---+-+---+-+----+-+-----+-+-----+-+-----+-|
|MEAN| 2271|0|  -|-|  -|-|  -|-|  -|-|  -|-|  -|-|   -|2| 2572|0| 2637|0| 2703|0|
+-------------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
