   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: ARUSHA

   Coordinates:

   Latitude =3DEG20'S

   Longitude =36DEG37'E

   Elevation = 1387

   WMO Identifier: 63789

   Year 1973

   +------------------------------------------------------------------------+
   |   DATE|     JUL|F|     AUG|F|     SEP|F|     OCT|F|     NOV|F|    DEC|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    1595|0|    1478|0|    2508|0|    2156|0|    2399|0|   2755|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    2114|0|     837|0|    2416|0|    2198|0|    2537|0|   2441|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    2345|0|    1938|0|    1612|0|    2458|0|    2755|0|   1884|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    2290|0|    2240|0|    2223|0|    2374|0|    2767|0|   2131|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    1855|0|    1298|0|    1654|0|    2797|0|    2458|0|   2659|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    1884|0|    1696|0|    1449|0|    2495|0|    2223|0|   1817|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|    1570|0|    1817|0|    1746|0|    2290|0|    2181|0|   1830|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    1784|0|    2181|0|    1599|0|    1763|0|    1993|0|   1310|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    2198|0|    2290|0|    2537|0|    2617|0|    1708|0|   1993|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    2169|0|    1855|0|    2458|0|    2223|0|    1913|0|   2525|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    1746|0|    2181|0|    2181|0|    2416|0|    1516|0|   2236|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    1528|0|    1545|0|    2349|0|    1964|0|    1218|0|   2592|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     13|    1369|0|    1285|0|    2399|0|    2458|0|     837|0|   1624|0|
