   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: UMBELUZI

   Coordinates:

   Latitude =26DEG03'S

   Longitude =32DEG23'E

   Elevation = 12

   WMO Identifier: No WMO index

   Year 1972

   +------------------------------------------------------------------------+
   |  DATE|   JUN|F|    JUL|F|    AUG|F|    SEP|F|   OCT|F|   NOV|F|   DEC|F|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |     1|     -|2|   1258|0|   1774|0|   1480|0|  2210|0|  1907|0|  2496|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |     2|     -|2|   1375|0|   1747|0|   1021|0|  2297|0|  2514|0|  2609|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |     3|     -|2|   1428|0|   1843|0|   1056|0|  1700|0|  2059|0|  2384|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |     4|     -|2|   1315|0|   1717|0|   1998|0|   774|0|  1579|0|  2509|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |     5|     -|2|   1428|0|   1575|0|   2063|0|  2249|0|  1354|0|  2708|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |     6|     -|2|   1315|0|   1717|0|   2103|0|   766|0|   904|0|  2734|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |     7|     -|2|   1229|0|   1630|0|   2103|0|  1108|0|  1108|0|  2773|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |     8|     -|2|   1315|0|   1116|0|   1943|0|  1869|0|  1951|0|  2769|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |     9|     -|2|   1375|0|   1367|0|   1990|0|  1674|0|  1652|0|  2336|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    10|     -|2|   1159|0|   1622|0|   2085|0|  1363|0|  2665|0|  2168|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    11|     -|2|   1428|0|   1816|0|   2158|0|  1385|0|  2354|0|  2089|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    12|     -|2|   1159|0|   1852|0|   1990|0|  2210|0|  2479|0|  1159|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    13|     -|2|   1268|0|   1510|0|   1947|0|  2158|0|  2449|0|  2747|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    14|     -|2|   1367|0|   1021|0|    571|0|  1960|0|  2811|0|  2279|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    15|     -|2|   1375|0|   1545|0|   1609|0|  1700|0|  2773|0|  2548|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    16|  1397|0|   1419|0|   1691|0|   2202|0|  2583|0|  2556|0|  2786|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    17|  1311|0|   1523|0|   1743|0|   2141|0|  2509|0|   485|0|   999|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    18|  1207|0|   1471|0|   1450|0|   2198|0|  2285|0|  1094|0|   943|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    19|     -|2|    580|0|   1324|0|   2141|0|  2046|0|  2570|0|  1601|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    20|  1375|0|   1056|0|   1475|0|   2042|0|  2439|0|  2540|0|  2786|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    21|  1341|0|   1436|0|   1354|0|   1830|0|  1237|0|  2842|0|  2872|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    22|  1345|0|   1419|0|   1727|0|   1869|0|  1816|0|  2249|0|  1199|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    23|  1349|0|   1311|0|   1696|0|   1151|0|  2194|0|  2263|0|   580|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    24|  1138|0|   1367|0|   1774|0|   1497|0|  2133|0|  1349|0|  1739|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    25|  1199|0|   1211|0|   1636|0|   1895|0|  1796|0|  1644|0|  2786|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    26|  1324|0|   1492|0|   1237|0|   1709|0|  2254|0|  2099|0|  2708|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    27|  1375|0|   1440|0|   1804|0|   1899|0|  2380|0|  2176|0|  2829|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    28|  1246|0|   1553|0|    455|0|    584|0|  2461|0|  2099|0|  2786|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    29|  1341|0|   1229|0|    593|0|   1306|0|   965|0|  1609|0|  2721|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    30|  1324|0|   1601|0|    455|0|   2012|0|  1596|0|  2716|0|  2128|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |    31|     -|-|   1553|0|   1696|0|      -|-|  1990|0|     -|-|  2154|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |   SUM|     -|2|  41455|0|  45962|0|  52593|0| 58107|0| 60850|0| 69925|0|
   |------+------+-+-------+-+-------+-+-------+-+------+-+------+-+------+-|
   |  MEAN|     -|2|   1337|0|   1483|0|   1753|0|  1874|0|  2028|0|  2256|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
