   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAIRE

   Station: BOENDE

   Coordinates:

   Latitude =0DEG13'S

   Longitude =20DEG51'E

   Elevation = 375

   WMO Identifier: 64126

   Year 1984

   +------------------------------------------------------------------------+
   |       DATE |        JAN |    F |        FEB |    F |        MAR |    F |
   |------------+------------+------+------------+------+------------+------|
   |          1 |       1534 |    0 |       2200 |    0 |        892 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          2 |       1668 |    0 |       1701 |    0 |       1441 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          3 |       1827 |    0 |       1374 |    0 |       2024 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          4 |       1110 |    0 |        804 |    0 |       1789 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          5 |       1345 |    0 |       2300 |    0 |       1479 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          6 |        536 |    0 |       1919 |    0 |       1504 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          7 |       1094 |    0 |       1596 |    0 |       2049 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          8 |       1869 |    0 |       1701 |    0 |       2024 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          9 |       1965 |    0 |       1848 |    0 |       1010 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         10 |       2108 |    0 |        960 |    0 |       1466 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         11 |       1085 |    0 |       1710 |    0 |       1911 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         12 |        892 |    0 |       1839 |    0 |       1902 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         13 |       1596 |    0 |        352 |    0 |       2225 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         14 |       1198 |    0 |       1717 |    0 |       1131 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         15 |        892 |    0 |       1973 |    0 |       1299 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         16 |       1718 |    0 |       2254 |    0 |       2170 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         17 |       1651 |    0 |       2292 |    0 |       1010 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         18 |       1701 |    0 |       2317 |    0 |       1756 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         19 |       1450 |    0 |       2032 |    0 |       1584 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         20 |          - |    2 |       1864 |    0 |       1948 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         21 |       1634 |    0 |       2032 |    0 |       1789 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         22 |       1642 |    0 |       1546 |    0 |       1659 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         23 |       1718 |    0 |       1831 |    0 |       1710 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         24 |       2170 |    0 |       1580 |    0 |       1864 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         25 |       2279 |    0 |       1730 |    0 |       1994 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         26 |       2124 |    0 |       1345 |    0 |       1864 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         27 |       2271 |    0 |       1265 |    0 |       2041 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         28 |       2296 |    0 |       1982 |    0 |       1781 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         29 |       1948 |    0 |       2363 |    0 |       1978 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         30 |       2279 |    0 |          - |    - |       2242 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         31 |       2179 |    0 |          - |    - |       2233 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |        SUM |      51438 |    0 |      50427 |    0 |      53769 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |       MEAN |       1659 |    0 |       1739 |    0 |       1734 |    0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
