   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: RSA

   Station: PRETORIA / IRENE

   Coordinates:

   Latitude =25DEG55'S

   Longitude =28DEG13'E

   Elevation = 1524

   WMO Identifier: 68263

   Year 1974

   +------------------------------------------------------------------------+
   |       DATE |        OCT |    F |        NOV |    F |        DEC |    F |
   |------------+------------+------+------------+------+------------+------|
   |          1 |       2366 |    0 |       1315 |    0 |       2257 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          2 |       2299 |    0 |       2667 |    0 |       1754 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          3 |       2466 |    0 |       2085 |    0 |       2483 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          4 |       1959 |    0 |       2881 |    0 |       2466 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          5 |       1993 |    0 |       2525 |    0 |       3023 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          6 |       1779 |    0 |       1231 |    0 |       3040 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          7 |       1989 |    0 |        448 |    0 |       2533 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          8 |          - |    2 |       1478 |    0 |       1009 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          9 |       2579 |    0 |       1315 |    0 |       2567 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         10 |       2575 |    0 |        904 |    0 |       2889 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         11 |       2119 |    0 |          - |    2 |       2098 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         12 |       2579 |    0 |          - |    2 |       1993 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         13 |       2696 |    0 |          - |    2 |       2504 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         14 |       2638 |    0 |       2571 |    0 |       2939 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         15 |       2621 |    0 |       2839 |    0 |       2906 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         16 |       1411 |    0 |       2349 |    0 |       3098 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         17 |       2617 |    0 |       1624 |    0 |       2851 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         18 |       2851 |    0 |       2311 |    0 |       1671 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         19 |       2361 |    0 |        360 |    0 |       2370 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         20 |       2579 |    0 |       1348 |    0 |       2650 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         21 |       2994 |    0 |       2759 |    0 |       3023 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         22 |       2550 |    0 |       1976 |    0 |       3086 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         23 |       2592 |    0 |       2592 |    0 |       2927 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         24 |       2403 |    0 |       1742 |    0 |       2763 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         25 |       1918 |    0 |       3178 |    0 |       3010 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         26 |       2642 |    0 |       3199 |    0 |       2345 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         27 |       2600 |    0 |       2587 |    0 |       2851 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         28 |       2403 |    0 |       1771 |    0 |       2110 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         29 |       2026 |    0 |       2433 |    0 |       3128 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         30 |       1825 |    0 |       2910 |    0 |       2550 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         31 |       1825 |    0 |          - |    - |       3111 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |        SUM |      72597 |    0 |      61553 |    0 |      80005 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |       MEAN |       2342 |    0 |       2052 |    0 |       2581 |    0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
