   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: RSA

   Station: PORT ELIZABETH

   Coordinates:

   Latitude =33DEG59'S

   Longitude =25DEG36'E

   Elevation = 60

   WMO Identifier: 68842

   Year 1975

   +------------------------------------------------------------------------+
   | DATE|   JAN|F|   FEB|F|   MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    1|  3144|0|  2830|0|     -|2| 1784|0| 1457|0| 1097|0| 1051|0|  795|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    2|  1231|0|  2960|0|  2391|0|  762|0| 1336|0| 1176|0|  837|0| 1440|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    3|  2378|0|  2265|0|  1101|0| 1943|0| 1578|0| 1189|0|  929|0| 1465|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    4|  3014|0|  2248|0|  2190|0| 2018|0| 1432|0| 1151|0|  871|0| 1474|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    5|  2705|0|   925|0|  2424|0| 1884|0| 1432|0| 1130|0|  921|0| 1151|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    6|  2131|0|  2751|0|  2328|0| 1867|0|  511|0| 1101|0| 1151|0| 1428|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    7|  3140|0|  2901|0|  1348|0| 1528|0| 1491|0|  440|0|  544|0| 1424|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    8|  2734|0|  2621|0|  2273|0| 1901|0| 1398|0|  448|0| 1101|0| 1520|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    9|  2299|0|  2516|0|  1813|0| 1566|0|  481|0| 1151|0|  904|0|  574|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   10|  1524|0|  2064|0|  1315|0| 1424|0| 1453|0|  783|0| 1051|0| 1516|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   11|  2847|0|   829|0|  1934|0| 1867|0| 1440|0| 1176|0| 1181|0| 1411|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   12|  2688|0|  2579|0|  2315|0| 1520|0| 1348|0| 1110|0| 1084|0| 1369|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   13|  3144|0|  2851|0|  2035|0| 1733|0| 1369|0| 1009|0|  942|0| 1260|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   14|     -|2|  2872|0|  2420|0| 1541|0|  653|0| 1047|0| 1043|0| 1369|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   15|  3019|0|  2621|0|  2395|0| 1792|0| 1369|0| 1143|0| 1231|0| 1193|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   16|  1876|0|  2269|0|  1474|0| 1449|0| 1323|0| 1110|0| 1185|0| 1612|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   17|  3107|0|  2780|0|  2156|0| 1407|0| 1344|0|    -|2| 1227|0| 1444|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   18|  2022|0|  2583|0|  2148|0| 1830|0| 1340|0|  515|0|  850|0| 1486|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   19|  2960|0|   862|0|  1047|0| 1608|0| 1319|0|  934|0|  992|0| 1403|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   20|  3027|0|  1369|0|     -|2| 1068|0| 1298|0| 1093|0|  666|0| 1633|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   21|  2864|0|  1637|0|  2324|0| 1482|0|  867|0| 1160|0| 1147|0| 1348|0|
