   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MADAGASCAR

   Station: TOLIARA

   Coordinates:

   Latitude =23DEG24'S

   Longitude =43DEG44'E

   Elevation = 8

   WMO Identifier: 67161

   Year 1989

   +------------------------------------------------------------------------+
   |  DATE |    AUG | F |    SEP | F |    OCT | F |    NOV | F |    DEC | F |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     1 |   1536 | 0 |   1855 | 0 |   2390 | 0 |   2505 | 0 |   2518 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     2 |   1632 | 0 |   1772 | 0 |   2244 | 0 |   2454 | 0 |   2071 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     3 |   1708 | 0 |   1810 | 0 |   2119 | 0 |   2664 | 0 |    713 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     4 |   1236 | 0 |   1568 | 0 |   2116 | 0 |   2161 | 0 |    548 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     5 |      - | 2 |   1906 | 0 |   2072 | 0 |   2409 | 0 |   1778 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     6 |   1721 | 0 |   1759 | 0 |   2212 | 0 |   2531 | 0 |   1530 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     7 |   1581 | 0 |   1619 | 0 |   2154 | 0 |   1453 | 0 |   2613 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     8 |    612 | 0 |   1791 | 0 |   2142 | 0 |   2403 | 0 |   2900 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |     9 |   1083 | 0 |   2052 | 0 |   2180 | 0 |   2263 | 0 |      - | 2 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    10 |      - | 2 |   2046 | 0 |   2327 | 0 |   2046 | 0 |   1861 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    11 |   1479 | 0 |   1753 | 0 |   2104 | 0 |   2582 | 0 |   2275 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    12 |   1683 | 0 |   2123 | 0 |   1096 | 0 |   2307 | 0 |   1402 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    13 |   1504 | 0 |   1925 | 0 |   2506 | 0 |   2626 | 0 |   2078 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    14 |    478 | 0 |   1957 | 0 |   2518 | 0 |   2352 | 0 |   2416 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    15 |   1421 | 0 |   2142 | 0 |   2441 | 0 |   1989 | 0 |   2358 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    16 |   1402 | 0 |   1989 | 0 |   2511 | 0 |   1753 | 0 |   2582 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    17 |   1746 | 0 |   2040 | 0 |   2467 | 0 |   2403 | 0 |   2441 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    18 |   1744 | 0 |   1829 | 0 |   2123 | 0 |   2441 | 0 |   2154 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    19 |   1804 | 0 |   2128 | 0 |   2033 | 0 |   2269 | 0 |   2327 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    20 |   1727 | 0 |   1492 | 0 |   2263 | 0 |   2741 | 0 |   2626 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    21 |   1542 | 0 |   2033 | 0 |   2282 | 0 |   1855 | 0 |   2626 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    22 |   1829 | 0 |   2193 | 0 |   2199 | 0 |   2473 | 0 |   2792 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    23 |   1778 | 0 |   2148 | 0 |   2033 | 0 |   2626 | 0 |   2569 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    24 |   1816 | 0 |   1663 | 0 |   2116 | 0 |   2582 | 0 |   2677 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    25 |   1689 | 0 |   1077 | 0 |   2225 | 0 |   2703 | 0 |   2084 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    26 |   1766 | 0 |   2193 | 0 |   1855 | 0 |   2633 | 0 |   2856 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    27 |   1759 | 0 |   2282 | 0 |   1064 | 0 |   2492 | 0 |   2448 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    28 |   1638 | 0 |   2339 | 0 |   1402 | 0 |   1587 | 0 |   2754 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    29 |   1861 | 0 |   1887 | 0 |   1300 | 0 |   1702 | 0 |   2518 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    30 |   1740 | 0 |   2352 | 0 |   2212 | 0 |   2295 | 0 |   2448 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |    31 |   1574 | 0 |      - | - |   2384 | 0 |      - | - |    344 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
   |   SUM |  48199 | 0 |  57723 | 0 |  65090 | 0 |  69300 | 0 |  67484 | 0 |
   |-------+--------+---+--------+---+--------+---+--------+---+--------+---|
