   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAIRE

   Station: KANANGA

   Coordinates:

   Latitude =5DEG53'S

   Longitude =22DEG25'E

   Elevation = 675

   WMO Identifier: 64235

   Year 1978

   +------------------------------------------------------------------------+
   |       DATE |        JAN |    F |        FEB |    F |        MAR |    F |
   |------------+------------+------+------------+------+------------+------|
   |          1 |       2483 |    0 |       1934 |    0 |       1043 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          2 |       1675 |    0 |       1721 |    0 |       1599 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          3 |       1968 |    0 |       1738 |    0 |       1729 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          4 |       1746 |    0 |       1616 |    0 |       1520 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          5 |       1658 |    0 |       1901 |    0 |       2244 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          6 |       2449 |    0 |       1863 |    0 |       2349 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          7 |       1968 |    0 |       1633 |    0 |       1796 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          8 |       1959 |    0 |       1943 |    0 |          - |    2 |
   |------------+------------+------+------------+------+------------+------|
   |          9 |       2345 |    0 |       1771 |    0 |       1658 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         10 |        967 |    0 |       1863 |    0 |       1959 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         11 |       2257 |    0 |       2022 |    0 |       2202 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         12 |       2169 |    0 |       1863 |    0 |       1403 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         13 |       1641 |    0 |       1729 |    0 |       1880 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         14 |       1264 |    0 |       1796 |    0 |       1805 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         15 |       1130 |    0 |       1616 |    0 |        561 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         16 |       1336 |    0 |       1813 |    0 |       1428 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         17 |       1968 |    0 |       2261 |    0 |       1838 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         18 |        913 |    0 |       1771 |    0 |       1386 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         19 |       1641 |    0 |       1394 |    0 |       1344 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         20 |       1336 |    0 |       2734 |    0 |       1641 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         21 |       1386 |    0 |       1528 |    0 |       1863 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         22 |       1281 |    0 |       1729 |    0 |       1985 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         23 |       1470 |    0 |        666 |    0 |       1248 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         24 |       1863 |    0 |       1181 |    0 |       1976 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         25 |       2273 |    0 |       1696 |    0 |       1813 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         26 |       1696 |    0 |       2131 |    0 |       1675 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         27 |       1344 |    0 |       1675 |    0 |        829 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         28 |       1918 |    0 |       2060 |    0 |       1721 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         29 |       1830 |    0 |          - |    - |       1587 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         30 |       1310 |    0 |          - |    - |       1495 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         31 |        967 |    0 |          - |    - |       2294 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |        SUM |      52211 |    0 |      49648 |    0 |      51533 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |       MEAN |       1684 |    0 |       1773 |    0 |       1662 |    0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
