   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAMBIA

   Station: MFUWE

   Coordinates:

   Latitude =13DEG16'S

   Longitude =31DEG56'E

   Elevation = 570

   WMO Identifier: 67599

   Year 1987

   +------------------------------------------------------------------------+
   |       DATE |        OCT |    F |        NOV |    F |        DEC |    F |
   |------------+------------+------+------------+------+------------+------|
   |          1 |       1997 |    0 |       2496 |    0 |       3009 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          2 |       1892 |    0 |       2773 |    0 |       2694 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          3 |        828 |    0 |       2602 |    0 |       2299 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          4 |        920 |    0 |          - |    2 |       1905 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          5 |       2970 |    0 |       2917 |    0 |       1774 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          6 |       2825 |    0 |       3259 |    0 |       1971 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          7 |       2864 |    0 |       3285 |    0 |       3456 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          8 |       2996 |    0 |       2299 |    0 |       3219 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          9 |       2851 |    0 |       2628 |    0 |       3144 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         10 |       2733 |    0 |       3390 |    0 |       2707 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         11 |       2825 |    0 |       2575 |    0 |       1445 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         12 |       2483 |    0 |       2812 |    0 |       2891 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         13 |       2575 |    0 |       3245 |    0 |       1826 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         14 |       2549 |    0 |       3074 |    0 |       2168 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         15 |       2536 |    0 |       2970 |    0 |       2917 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         16 |       1997 |    0 |       3127 |    0 |       3127 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         17 |       2431 |    0 |       2562 |    0 |       3140 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         18 |       3088 |    0 |       2562 |    0 |       2707 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         19 |       3062 |    0 |          - |    2 |       2759 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         20 |       3062 |    0 |       2956 |    0 |       3311 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         21 |       2773 |    0 |       2207 |    0 |       1905 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         22 |       2877 |    0 |       2102 |    0 |       2562 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         23 |       2405 |    0 |       2864 |    0 |       3153 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         24 |       2838 |    0 |       2733 |    0 |       2391 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         25 |       2510 |    0 |       3167 |    0 |       2694 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         26 |       2168 |    0 |       3058 |    0 |       3073 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         27 |       2773 |    0 |       2684 |    0 |       2641 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         28 |       2654 |    0 |       1590 |    0 |       2930 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         29 |       2391 |    0 |       2391 |    0 |       1997 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         30 |       2694 |    0 |       2759 |    0 |       1314 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         31 |       2549 |    0 |          - |    - |       1117 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |        SUM |      78116 |    0 |      82593 |    0 |      78246 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |       MEAN |       2520 |    0 |       2753 |    0 |       2524 |    0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
