   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: BEIRA

   Coordinates:

   Latitude =19DEG50'S

   Longitude =34DEG51'E

   Elevation = 7

   WMO Identifier: 67297

   Year 1984

+----------------------------------------------------------------------------------+
|DATE| MAR|F| APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1|   -|2| 804|0|    -|2| 1633|0| 1687|0|  703|0| 1662|0| 2094|0| 2768|0| 1386|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2|   -|2|1612|0|    -|2| 1788|0| 1725|0| 1725|0| 2110|0| 1486|0| 1943|0| 1800|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3|   -|2|1692|0|    -|2| 1809|0| 1784|0| 1482|0| 1997|0| 1888|0|  502|0| 2680|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4|   -|2|2332|0|    -|2| 1675|0| 1269|0| 1826|0| 1968|0| 1616|0| 1285|0| 2391|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5|   -|2|2328|0| 2006|0| 1645|0| 1269|0| 1830|0| 1189|0| 1620|0|  875|0| 2387|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6|   -|2|2190|0| 1901|0| 1683|0| 1076|0| 1901|0| 2165|0| 1440|0|  670|0|  582|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7|   -|2|1712|0| 1893|0| 1578|0| 1457|0|  502|0| 2081|0| 1524|0| 2655|0|  469|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8|   -|2|2320|0| 1089|0|  682|0| 1599|0| 1750|0| 1918|0| 2332|0| 2927|0| 2684|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9|   -|2|2257|0|  992|0| 1675|0| 1055|0| 2010|0| 2018|0| 2232|0| 1666|0| 3057|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10|   -|2|2202|0| 1671|0| 1658|0|  578|0| 1989|0| 1294|0| 2043|0| 1612|0| 2663|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  11|   -|2|1930|0| 1805|0| 1708|0| 1507|0| 1826|0| 1951|0| 2290|0|  997|0| 3057|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  12|   -|2|2261|0| 2035|0| 1700|0| 1072|0| 1897|0| 2349|0| 2198|0| 2583|0| 1955|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  13|   -|2|2278|0| 1855|0| 1545|0| 1541|0| 1993|0| 1851|0| 1139|0| 2077|0| 2550|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  14|   -|2|2265|0| 1738|0|  724|0|  942|0| 1884|0| 1478|0| 2073|0| 1051|0| 2952|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  15|   -|2|2253|0| 1947|0|  942|0| 1834|0| 2068|0|  787|0| 1897|0| 2399|0| 2960|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  16|   -|2|2177|0| 1876|0| 1524|0| 1620|0| 2006|0| 1830|0|  800|0| 2797|0| 1537|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  17|   -|2|2043|0| 1846|0| 1687|0| 1612|0| 2027|0| 1218|0|  682|0| 2261|0| 2022|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  18|   -|2|   -|2| 1792|0| 1692|0| 1662|0| 2022|0| 1218|0| 2366|0| 2747|0| 1817|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  19|   -|2|   -|2| 1637|0| 1549|0| 1503|0| 2027|0| 1415|0| 2516|0| 2985|0| 2303|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  20|   -|2|   -|2| 1126|0|  950|0| 1662|0| 2144|0| 1662|0| 2604|0| 1943|0|  959|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  21|2064|0|   -|2| 1411|0|  687|0| 1742|0| 2165|0| 2039|0| 1185|0| 2931|0| 1252|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  22|1943|0|   -|2| 1826|0| 1620|0| 1763|0| 2169|0| 1897|0| 1918|0| 2734|0| 1122|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  23|2031|0|   -|2| 1872|0| 1633|0|  808|0| 1960|0| 2253|0| 2479|0| 1792|0| 2646|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  24|2219|0|   -|2| 1599|0| 1139|0| 1365|0| 2156|0| 2127|0| 2232|0| 1097|0| 2596|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  25|1872|0|   -|2| 1775|0| 1055|0| 1771|0| 2014|0| 2207|0| 2378|0| 2609|0|  930|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  26|1327|0|   -|2| 1558|0| 1026|0| 1151|0| 2173|0| 2370|0| 2763|0| 1331|0| 2449|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  27|1876|0|   -|2| 1884|0| 1826|0| 1562|0| 2098|0| 2223|0| 2236|0| 2454|0| 1650|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  28| 770|0|   -|2| 1763|0| 1465|0| 1599|0| 2202|0| 2303|0| 2609|0| 2994|0| 3157|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  29| 452|0|   -|2| 1486|0| 1704|0| 1436|0| 1943|0| 2047|0| 2500|0| 1972|0| 2521|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  30|1495|0|   -|2| 1398|0| 1708|0| 1478|0| 2039|0| 2018|0| 2408|0| 1256|0| 2868|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  31| 482|0|   -|-| 1118|0|    -|-| 1587|0| 2018|0|    -|-| 2629|0|    -|-| 2600|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
| SUM|   -|2|   -|2|51551|0|43710|0|44716|0|58549|0|55645|0|62177|0|59913|0|66002|0|
|----+----+-+----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|MEAN|   -|2|   -|2| 1663|0| 1457|0| 1442|0| 1889|0| 1855|0| 2006|0| 1997|0| 2129|0|
+----------------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
