   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: MOCAMEDES

   Coordinates:

   Latitude =15DEG12'S

   Longitude =12DEG09'E

   Elevation = 44

   WMO Identifier: 66422

   Year 1974

   +------------------------------------+
   |         DATE |         JAN |     F |
   |--------------+-------------+-------|
   |            1 |        1909 |     0 |
   |--------------+-------------+-------|
   |            2 |        1758 |     0 |
   |--------------+-------------+-------|
   |            3 |        1788 |     0 |
   |--------------+-------------+-------|
   |            4 |        2135 |     0 |
   |--------------+-------------+-------|
   |            5 |        2328 |     0 |
   |--------------+-------------+-------|
   |            6 |        2307 |     0 |
   |--------------+-------------+-------|
   |            7 |        2546 |     0 |
   |--------------+-------------+-------|
   |            8 |        2307 |     0 |
   |--------------+-------------+-------|
   |            9 |        2537 |     0 |
   |--------------+-------------+-------|
   |           10 |        2445 |     0 |
   |--------------+-------------+-------|
   |           11 |        2571 |     0 |
   |--------------+-------------+-------|
   |           12 |        2558 |     0 |
   |--------------+-------------+-------|
   |           13 |        2064 |     0 |
   |--------------+-------------+-------|
   |           14 |        2190 |     0 |
   |--------------+-------------+-------|
   |           15 |        2613 |     0 |
   |--------------+-------------+-------|
   |           16 |        2613 |     0 |
   |--------------+-------------+-------|
   |           17 |        1892 |     0 |
   |--------------+-------------+-------|
   |           18 |        1863 |     0 |
   |--------------+-------------+-------|
   |           19 |        2361 |     0 |
   |--------------+-------------+-------|
   |           20 |        1871 |     0 |
   |--------------+-------------+-------|
   |           21 |        2453 |     0 |
   |--------------+-------------+-------|
   |           22 |        2462 |     0 |
   |--------------+-------------+-------|
   |           23 |        2567 |     0 |
   |--------------+-------------+-------|
   |           24 |        2667 |     0 |
   |--------------+-------------+-------|
   |           25 |        2085 |     0 |
   |--------------+-------------+-------|
   |           26 |        2085 |     0 |
   |--------------+-------------+-------|
   |           27 |        2378 |     0 |
   |--------------+-------------+-------|
   |           28 |        2558 |     0 |
   |--------------+-------------+-------|
   |           29 |        1884 |     0 |
   |--------------+-------------+-------|
   |           30 |        2336 |     0 |
   |--------------+-------------+-------|
   |           31 |        2403 |     0 |
   |--------------+-------------+-------|
   |          SUM |       70534 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        2275 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
