   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: NAIROBI / KENYATTA ARPT

   Coordinates:

   Latitude =1DEG19'S

   Longitude =36DEG55'E

   Elevation = 1624

   WMO Identifier: 63740

   Year 1980

   +------------------------------------------------------------------------+
   |  DATE|    JAN|F|    FEB|F|    MAR|F|   APR|F|   MAY|F|   JUN|F|   JUL|F|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     1|   2555|0|    958|0|   2319|0|  1845|0|  1831|0|  1939|0|   971|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     2|   2495|0|   1951|0|   1292|0|  2370|0|  1780|0|  1767|0|  1070|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     3|   2332|0|   1840|0|   2174|0|  2156|0|  1708|0|  1108|0|  1155|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     4|   2567|0|   2358|0|   2135|0|  2297|0|  1425|0|  1708|0|  1549|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     5|   2495|0|   2601|0|   2481|0|  2135|0|  2113|0|  1720|0|  1340|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     6|   2371|0|   2528|0|   2101|0|  2213|0|  2344|0|  1853|0|  1340|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     7|   2508|0|   2331|0|   2213|0|  2174|0|  2323|0|  1634|0|  1108|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     8|   2824|0|   2563|0|   2272|0|  2113|0|  1599|0|  1301|0|   812|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     9|   2371|0|   2358|0|   2225|0|  1904|0|  2076|0|  1082|0|  1340|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    10|   2529|0|   2113|0|   2528|0|  1780|0|  2246|0|  1340|0|  1168|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    11|   1990|0|   2542|0|   2777|0|  1964|0|  1464|0|  1571|0|  1168|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    12|   1831|0|   2456|0|   2444|0|  2029|0|  1977|0|  1720|0|  1549|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    13|   1477|0|   2528|0|   2383|0|  2174|0|  1853|0|  2323|0|  1536|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    14|   1305|0|   1767|0|   2469|0|  1562|0|  1951|0|  1129|0|  1549|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    15|   1694|0|   2147|0|   2602|0|  1549|0|  1806|0|   886|0|  1853|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    16|   2174|0|   2088|0|   2311|0|  1759|0|  1865|0|  2161|0|  2397|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    17|   2260|0|   2464|0|   2444|0|  2029|0|  1669|0|  2344|0|  1622|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    18|   2508|0|   2563|0|   2148|0|  1853|0|  1708|0|  1818|0|  1549|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    19|   2456|0|   2391|0|   2653|0|  1951|0|  1583|0|  1708|0|  1964|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    20|   2383|0|   2319|0|   2503|0|  2127|0|  2127|0|  1930|0|  1365|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    21|   2614|0|   2358|0|   2050|0|  1892|0|  1793|0|  1759|0|   912|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    22|   2297|0|   2272|0|   2542|0|  1793|0|  1215|0|   971|0|  1129|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    23|   2371|0|   2503|0|   2062|0|  1892|0|  1977|0|  1634|0|  2041|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    24|   2199|0|   2674|0|   2127|0|  1964|0|  1412|0|   728|0|  2015|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    25|   1207|0|   2528|0|   2246|0|  1917|0|  1708|0|   676|0|  1477|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    26|   1477|0|   2515|0|   2272|0|  2272|0|  1917|0|     -|2|  1596|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    27|    603|0|   2687|0|   2397|0|  2161|0|  1831|0|     -|2|  1143|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    28|   1917|0|   2785|0|   1450|0|  2311|0|  2161|0|  1930|0|  1365|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    29|   1955|0|   1977|0|   2272|0|  2101|0|  1571|0|  1990|0|  1464|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    30|   1327|0|      -|-|   1485|0|  2101|0|   920|0|   638|0|  2101|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    31|   1228|0|      -|-|   1622|0|     -|-|  1661|0|     -|-|  1892|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |   SUM|  64320|0|  67165|0|  68999|0| 60388|0| 55614|0| 46466|0| 45540|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |  MEAN|   2075|0|   2316|0|   2226|0|  2013|0|  1794|0|  1549|0|  1469|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
