   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: IRINGA

   Coordinates:

   Latitude =7DEG40'S

   Longitude =35DEG45'E

   Elevation = 1426

   WMO Identifier: 63887

   Year 1964

   +------------------------------------------------------------------------+
   |   DATE|     JAN|F|     FEB|F|     MAR|F|     APR|F|     MAY|F|    JUN|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    2260|0|    2654|0|    1147|0|    2315|0|    1427|0|   2553|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    2541|0|    1624|0|    2105|0|    2792|0|    1838|0|   2947|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    2089|0|    1009|0|    2327|0|    2089|0|    1838|0|   2369|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    2666|0|    1934|0|    1976|0|    2399|0|    1838|0|   2612|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    2666|0|    1247|0|    1892|0|    2172|0|    2499|0|   2285|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    2285|0|     628|0|    2738|0|    1557|0|    2570|0|   2018|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|    2583|0|    2369|0|    2637|0|    2076|0|    1766|0|   2260|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    2399|0|    2034|0|    2076|0|    2147|0|    2076|0|   2399|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    2721|0|    2440|0|    1909|0|    2005|0|    2202|0|   2893|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    1976|0|    2047|0|    2738|0|    1624|0|    1921|0|   3060|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    1850|0|    2273|0|    1666|0|    1779|0|    1599|0|   2708|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    2512|0|    2893|0|    1486|0|    2440|0|    1486|0|      -|2|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     13|    1557|0|    2654|0|    1695|0|    2131|0|    2369|0|      -|2|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     14|    2679|0|    3060|0|    2457|0|    1666|0|    2738|0|      -|2|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     15|    1272|0|    3031|0|    2047|0|    2172|0|    2553|0|   2821|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     16|    1867|0|    2809|0|    2172|0|    1808|0|    2679|0|   3047|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     17|    1034|0|    2612|0|    2089|0|    1808|0|    2369|0|   3089|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     18|    1343|0|    2285|0|    1838|0|    2018|0|    2285|0|   2905|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     19|    1469|0|    2327|0|    1976|0|    2512|0|    2327|0|   2244|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     20|    2034|0|    1921|0|    2018|0|     879|0|    1582|0|   2399|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     21|    1557|0|    2018|0|    2273|0|    2399|0|    1808|0|   1934|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     22|    2863|0|    1373|0|    2064|0|    2357|0|    2202|0|   2750|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     23|    2583|0|    2172|0|    3073|0|    2231|0|    3089|0|   2570|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
