   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: LUMBO

   Coordinates:

   Latitude =15DEG02'S

   Longitude =40DEG40'E

   Elevation = 15

   WMO Identifier: 67241

   Year 1969

   +------------------------------------------------------------------------+
   |   DATE|    JUL|F|     AUG|F|     SEP|F|     OCT|F|     NOV|F|     DEC|F|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |      1|      -|2|    1626|0|    2461|0|    2790|0|    2600|0|    2526|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |      2|      -|2|    1860|0|    2444|0|    2760|0|    2509|0|    2141|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |      3|      -|2|    2123|0|    2327|0|    2548|0|    2539|0|    2738|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |      4|      -|2|    1985|0|    2410|0|    2721|0|    2738|0|    2855|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |      5|      -|2|    2171|0|    2422|0|    2655|0|    2556|0|    2932|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |      6|      -|2|    1985|0|    1769|0|    2414|0|    2790|0|    2867|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |      7|      -|2|    1293|0|    2483|0|    2837|0|    2764|0|    2946|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |      8|      -|2|    2011|0|    2469|0|    2786|0|    2997|0|    2885|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |      9|      -|2|    1401|0|    2331|0|    2824|0|    2928|0|    2958|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     10|      -|2|    1267|0|    2422|0|    2837|0|    3015|0|    2997|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     11|      -|2|    1998|0|    2495|0|    2889|0|    2946|0|    2072|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     12|      -|2|    1838|0|    2353|0|    2881|0|    2361|0|    2123|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     13|      -|2|    1994|0|    2596|0|    2851|0|    1635|0|    1185|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     14|      -|2|    1761|0|    2188|0|    2556|0|    2197|0|    2448|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     15|      -|2|     665|0|    2461|0|    2764|0|    2980|0|    2543|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     16|      -|2|    1159|0|    2370|0|    2786|0|    2530|0|    2803|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     17|      -|2|    1925|0|    2513|0|    2691|0|    2729|0|    2574|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     18|      -|2|    2331|0|    2461|0|    2586|0|    2837|0|    2548|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     19|   1972|0|    2344|0|    2418|0|    2811|0|    2829|0|    2469|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     20|   1514|0|    2266|0|    1947|0|    2695|0|     735|0|    2521|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     21|   1470|0|    2214|0|    2232|0|    2699|0|    2846|0|    2881|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     22|   1795|0|    2163|0|    2647|0|    2673|0|    2936|0|    2232|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     23|   1686|0|     691|0|    2612|0|    2392|0|    3058|0|    2426|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     24|   1972|0|    1229|0|    2673|0|    2716|0|    2989|0|    1972|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     25|   1985|0|    2288|0|    2513|0|    2837|0|    2898|0|    1211|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     26|    934|0|    2228|0|    2612|0|    2829|0|    3006|0|    2218|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     27|   1371|0|    2068|0|    2569|0|    2820|0|    2942|0|    2691|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     28|   1947|0|    1415|0|    2556|0|    2820|0|    2721|0|    2115|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     29|   1691|0|    1825|0|    2655|0|    2829|0|    2851|0|    2465|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     30|   1656|0|    2474|0|    2695|0|    2768|0|    2877|0|    2309|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |     31|   1947|0|    2461|0|       -|-|    2669|0|       -|-|    2526|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |    SUM|      -|2|   57059|0|   73104|0|   84734|0|   80339|0|   76177|0|
   |-------+-------+-+--------+-+--------+-+--------+-+--------+-+--------+-|
   |   MEAN|      -|2|    1841|0|    2437|0|    2733|0|    2678|0|    2457|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
