   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: BEIRA

   Coordinates:

   Latitude =19DEG50'S

   Longitude =34DEG51'E

   Elevation = 7

   WMO Identifier: 67297

   Year 1987

   +------------------------------------------------------------------------+
   | DATE|   MAY|F|   JUN|F|   JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    1|  1859|0|  1336|0|  1796|0| 1779|0| 2361|0| 2449|0| 2696|0| 1934|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    2|  1545|0|  1738|0|  1629|0| 1578|0| 1913|0| 1968|0| 2102|0|  569|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    3|  1876|0|  1671|0|  1546|0| 1059|0| 1821|0|  234|0| 2629|0| 2684|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    4|  1880|0|  1520|0|  1574|0| 1805|0| 2027|0| 1817|0| 2617|0| 2324|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    5|  1930|0|  1608|0|  1549|0|  603|0| 2094|0| 1403|0| 2470|0| 2127|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    6|  1800|0|  1562|0|  1712|0| 1800|0| 2106|0| 2789|0| 2269|0| 2550|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    7|  1884|0|  1729|0|  1474|0|  858|0| 2240|0| 2780|0| 2562|0| 2554|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    8|  2160|0|  1336|0|  1771|0| 1160|0| 1913|0| 2763|0| 2755|0| 2186|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |    9|  1893|0|  1591|0|  1604|0|  297|0| 1985|0| 2554|0| 2747|0| 2475|0|
   |-----+------+-+------+-+------+-+-----+-+-----+-+-----+-+-----+-+-----+-|
   |   10|  1553|0|  1625|0|  1796|0| 1767|0| 2202|0| 2671|0| 2801|0| 2349|0|
