   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: NAROK

   Coordinates:

   Latitude =1DEG08'S

   Longitude =35DEG50'E

   Elevation = 1890

   WMO Identifier: 63737

   Year 1976

   +------------------------------------------------------------------------+
   |   DATE|     JAN|F|     FEB|F|     MAR|F|     APR|F|     MAY|F|    JUN|F|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      1|    2520|0|    2481|0|    2161|0|    2670|0|    2555|0|   2250|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      2|    2812|0|    2391|0|    2225|0|    2644|0|    2798|0|   2135|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      3|    2546|0|    2481|0|    2567|0|    2863|0|    2708|0|   2528|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      4|    3017|0|    1831|0|    3128|0|    2786|0|    2567|0|   1878|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      5|    3107|0|    2571|0|    2722|0|    2606|0|    2581|0|   1968|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      6|    2328|0|    3004|0|    2520|0|    1878|0|    2871|0|   2071|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      7|    1930|0|    1780|0|    2418|0|    2481|0|    2546|0|   1917|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      8|    2084|0|    2901|0|    2965|0|    1845|0|    2546|0|   2606|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |      9|    2978|0|    2722|0|    3068|0|    2430|0|    2581|0|   2481|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     10|    2708|0|    2927|0|    3080|0|    2315|0|    1917|0|   2481|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     11|    2123|0|    2199|0|    2722|0|    1270|0|    2264|0|   2289|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     12|    2914|0|    2391|0|    2528|0|     997|0|    2495|0|   2199|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     13|    3269|0|    2495|0|    3029|0|    2567|0|    2045|0|   2593|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     14|    3154|0|    2747|0|    2991|0|    2354|0|    2071|0|   2199|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     15|    3154|0|    2606|0|    3029|0|    2405|0|    2084|0|   2276|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     16|    3192|0|    1741|0|    3128|0|    2289|0|    1176|0|   1845|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     17|    3055|0|    1078|0|    2953|0|    2289|0|    2225|0|   2503|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     18|    2863|0|    3154|0|    1587|0|    2798|0|    2123|0|   2123|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     19|    3072|0|    3197|0|    2528|0|    2773|0|    2593|0|   1930|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     20|    2644|0|    2618|0|    3068|0|    2606|0|    2118|0|   1194|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     21|    2888|0|    3042|0|    3119|0|    2632|0|    2033|0|    822|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     22|    2606|0|    3080|0|    2824|0|    2186|0|    1228|0|   1917|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     23|    3170|0|    2520|0|    2328|0|    1994|0|    1955|0|   2097|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     24|       -|2|    1870|0|    1994|0|    2481|0|    1716|0|   1968|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     25|       -|2|    2644|0|    1917|0|    2354|0|    2084|0|   1536|0|
   |-------+--------+-+--------+-+--------+-+--------+-+--------+-+-------+-|
   |     26|    3107|0|    2644|0|    2213|0|    1943|0|    2033|0|   2555|0|
