   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: TANZANIA

   Station: KIGOMA

   Coordinates:

   Latitude =4DEG53'S

   Longitude =29DEG38'E

   Elevation = 882

   WMO Identifier: 63801

   Year 1975

+--------------------------------------------------------------------------------------------+
|DATE|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 1059|0| 2039|0| 1382|0| 1507|0| 2072|0| 1763|0| 1805|0| 2043|0| 1097|0| 1650|0| 2110|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 1687|0| 1562|0| 1733|0| 1315|0| 1738|0| 1947|0|  867|0| 1771|0| 1687|0| 2328|0| 1800|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 1871|0|  959|0| 1637|0| 1704|0| 1428|0| 1909|0| 1838|0| 1181|0| 1938|0| 2139|0| 1583|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 1800|0| 1738|0| 1507|0| 1871|0| 1604|0| 1784|0| 1972|0| 1666|0| 2106|0| 1938|0| 1164|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 1671|0| 2043|0| 1478|0| 1938|0| 1687|0| 1909|0| 1867|0| 1093|0| 2110|0| 1532|0| 1164|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 1733|0| 2052|0| 2060|0| 1976|0| 1738|0| 1842|0| 1658|0| 1470|0| 2177|0| 1775|0| 2508|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 2119|0| 2248|0| 1964|0| 1805|0| 1717|0| 1859|0| 1784|0| 1239|0| 2081|0| 1985|0|  950|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 1708|0| 1650|0| 1704|0| 1637|0| 1775|0| 2010|0| 1792|0| 1570|0| 2039|0| 2319|0| 1909|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9| 1813|0| 1838|0| 1470|0| 1938|0| 1562|0| 1599|0| 1905|0| 1972|0| 2039|0| 2211|0| 1842|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10| 1440|0| 1733|0| 1830|0| 1905|0| 1754|0| 1403|0| 2031|0| 2148|0| 1733|0| 1985|0| 2307|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  11| 1256|0| 1591|0| 2106|0| 1905|0| 1938|0| 1800|0| 2177|0| 2135|0| 1537|0| 1717|0| 2248|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  12| 1478|0| 1859|0| 1687|0| 1746|0| 1365|0| 1775|0| 2001|0| 2077|0| 2148|0| 1733|0|  825|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  13| 1738|0| 2052|0| 2135|0| 1851|0| 1143|0| 1746|0| 1964|0| 2014|0| 2165|0| 1604|0| 1985|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  14| 1746|0| 2148|0| 1495|0| 1738|0| 1821|0| 1830|0| 1918|0| 1679|0| 1306|0| 1470|0| 1976|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  15| 2349|0| 1210|0| 1352|0| 1587|0| 1754|0| 1746|0| 1767|0| 1943|0| 1775|0| 1084|0| 1792|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  16| 2098|0| 1926|0| 1001|0|  896|0| 1641|0| 1708|0| 1842|0| 1926|0| 1972|0|  934|0| 1419|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  17| 2240|0| 1972|0|  942|0| 1160|0| 1763|0| 1985|0| 1972|0| 1909|0| 1009|0| 1256|0| 1570|0|
