   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ANGOLA

   Station: LUBANGO / SA DA BANDEIRA

   Coordinates:

   Latitude =14DEG54'S

   Longitude =13DEG29'E

   Elevation = 1761

   WMO Identifier: 66390

   Year 1974

   +------------------------------------+
   |         DATE |         JAN |     F |
   |--------------+-------------+-------|
   |            1 |        1717 |     0 |
   |--------------+-------------+-------|
   |            2 |        1654 |     0 |
   |--------------+-------------+-------|
   |            3 |        1800 |     0 |
   |--------------+-------------+-------|
   |            4 |        2437 |     0 |
   |--------------+-------------+-------|
   |            5 |        2516 |     0 |
   |--------------+-------------+-------|
   |            6 |        2470 |     0 |
   |--------------+-------------+-------|
   |            7 |        2579 |     0 |
   |--------------+-------------+-------|
   |            8 |        2290 |     0 |
   |--------------+-------------+-------|
   |            9 |        1788 |     0 |
   |--------------+-------------+-------|
   |           10 |        2114 |     0 |
   |--------------+-------------+-------|
   |           11 |        2914 |     0 |
   |--------------+-------------+-------|
   |           12 |        1888 |     0 |
   |--------------+-------------+-------|
   |           13 |        2319 |     0 |
   |--------------+-------------+-------|
   |           14 |        1888 |     0 |
   |--------------+-------------+-------|
   |           15 |        2935 |     0 |
   |--------------+-------------+-------|
   |           16 |        2558 |     0 |
   |--------------+-------------+-------|
   |           17 |        1269 |     0 |
   |--------------+-------------+-------|
   |           18 |        1553 |     0 |
   |--------------+-------------+-------|
   |           19 |        1424 |     0 |
   |--------------+-------------+-------|
   |           20 |         992 |     0 |
   |--------------+-------------+-------|
   |           21 |        2617 |     0 |
   |--------------+-------------+-------|
   |           22 |        2889 |     0 |
   |--------------+-------------+-------|
   |           23 |        3048 |     0 |
   |--------------+-------------+-------|
   |           24 |        2994 |     0 |
   |--------------+-------------+-------|
   |           25 |        2290 |     0 |
   |--------------+-------------+-------|
   |           26 |        2198 |     0 |
   |--------------+-------------+-------|
   |           27 |        2152 |     0 |
   |--------------+-------------+-------|
   |           28 |        2843 |     0 |
   |--------------+-------------+-------|
   |           29 |        2901 |     0 |
   |--------------+-------------+-------|
   |           30 |        2935 |     0 |
   |--------------+-------------+-------|
   |           31 |        3010 |     0 |
   |--------------+-------------+-------|
   |          SUM |       70982 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        2290 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
