   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: KENYA

   Station: NAIROBI / DAGORETTI CORNER

   Coordinates:

   Latitude =1DEG18'S

   Longitude =36DEG45'E

   Elevation = 1798

   WMO Identifier: 63741

   Year 1993

   +------------------------------------------------------------------------+
   |   DATE|     JAN|F|    FEB|F|     MAR|F|     APR|F|     MAY|F|     JUN|F|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |      1|    1716|0|   2456|0|    3119|0|    2341|0|    1840|0|    1618|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |      2|    2152|0|   3175|1|    2379|0|    2751|0|    2431|0|    1506|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |      3|    2452|0|      -|2|    3119|0|    2606|0|    2097|0|    1652|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |      4|    2863|0|      -|2|    2940|0|    2272|0|    1806|0|    1784|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |      5|    2362|0|      -|2|    3098|0|    2383|0|    2187|0|    1583|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |      6|    2118|0|   2606|0|    3188|0|    2576|0|    2529|0|    1023|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |      7|     907|0|   2640|0|    3196|0|    2452|0|    2473|0|    1528|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |      8|    1883|0|   2264|0|    1759|0|    2473|0|    2195|0|    1185|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |      9|    3008|1|   1506|0|    2170|0|    2640|0|    2319|0|    1660|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     10|    3008|1|   1951|0|    3299|1|    2897|0|    1951|0|    1361|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     11|    2563|0|   1018|0|    3274|1|    2931|0|    1840|0|    1172|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     12|    2118|0|   2897|0|    2508|0|    2538|0|    1729|0|    1104|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     13|    1284|0|   2508|0|       -|2|    2717|0|    1408|0|     839|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     14|    2341|0|   2687|0|    3098|0|    2396|0|    1382|0|    1083|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     15|    2271|0|   2995|0|    3008|0|    2118|0|    1395|0|    1228|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     16|    2526|0|   2940|0|    3042|0|    2050|0|    1562|0|    1873|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     17|    1117|0|   2987|0|    2820|0|    1977|0|    1506|0|    1361|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     18|    1759|0|   3107|1|    2495|0|    1639|0|    2264|0|    1827|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     19|    1493|0|   2863|0|    2529|0|    2229|0|    1986|0|    2063|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     20|    1986|0|   2152|0|    2576|0|    2341|0|    1540|0|    1998|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     21|    2751|0|   3119|1|    2619|0|    2285|0|    1339|0|    1896|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     22|    1857|0|      -|2|    2897|0|    2285|0|    1618|0|    2092|0|
   |-------+--------+-+-------+-+--------+-+--------+-+--------+-+--------+-|
   |     23|    2473|0|      -|2|    2841|0|    2341|0|    1772|0|    1729|0|
