   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: REUNION

   Station: ST-DENIS / GILLOT

   Coordinates:

   Latitude =20DEG53'S

   Longitude =55DEG31'E

   Elevation = 21

   WMO Identifier: 61980

   Year 1979

   +--------------------------------------------------------+
   |        DATE |         JAN |     F |         FEB |    F |
   |-------------+-------------+-------+-------------+------|
   |           1 |        2862 |     0 |        2685 |    0 |
   |-------------+-------------+-------+-------------+------|
   |           2 |        2698 |     0 |        2163 |    0 |
   |-------------+-------------+-------+-------------+------|
   |           3 |        2762 |     0 |        1273 |    0 |
   |-------------+-------------+-------+-------------+------|
   |           4 |        2933 |     0 |        1684 |    0 |
   |-------------+-------------+-------+-------------+------|
   |           5 |        2681 |     0 |        2111 |    0 |
   |-------------+-------------+-------+-------------+------|
   |           6 |         445 |     0 |        1878 |    0 |
   |-------------+-------------+-------+-------------+------|
   |           7 |         452 |     0 |        1605 |    0 |
   |-------------+-------------+-------+-------------+------|
   |           8 |        2661 |     0 |        1898 |    0 |
   |-------------+-------------+-------+-------------+------|
   |           9 |        2747 |     0 |        2160 |    0 |
   |-------------+-------------+-------+-------------+------|
   |          10 |        2167 |     0 |        2357 |    0 |
   |-------------+-------------+-------+-------------+------|
   |          11 |        2781 |     0 |        2153 |    0 |
   |-------------+-------------+-------+-------------+------|
   |          12 |        2916 |     0 |        2758 |    0 |
   |-------------+-------------+-------+-------------+------|
   |          13 |        2720 |     0 |        2321 |    0 |
   |-------------+-------------+-------+-------------+------|
   |          14 |        2976 |     0 |        1218 |    0 |
   |-------------+-------------+-------+-------------+------|
   |          15 |        2888 |     0 |        2101 |    0 |
   |-------------+-------------+-------+-------------+------|
   |          16 |        2797 |     0 |        2343 |    0 |
   |-------------+-------------+-------+-------------+------|
   |          17 |        2513 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          18 |        2605 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          19 |        2631 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          20 |        2584 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          21 |        2457 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          22 |        2886 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          23 |        2441 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          24 |        1993 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          25 |        1490 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          26 |        2136 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          27 |        2021 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          28 |        1224 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |          29 |        2232 |     0 |           - |    - |
   |-------------+-------------+-------+-------------+------|
   |          30 |        2853 |     0 |           - |    - |
   |-------------+-------------+-------+-------------+------|
   |          31 |        2859 |     0 |           - |    - |
   |-------------+-------------+-------+-------------+------|
   |         SUM |       74411 |     0 |           - |    2 |
   |-------------+-------------+-------+-------------+------|
   |        MEAN |        2400 |     0 |           - |    2 |
   +--------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
