   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAMBIA

   Station: NDOLA

   Coordinates:

   Latitude =13DEG00'S

   Longitude =28DEG39'E

   Elevation = 1270

   WMO Identifier: 67561

   Year 1987

   +------------------------------------------------------------------------+
   |       DATE |        OCT |    F |        NOV |    F |        DEC |    F |
   |------------+------------+------+------------+------+------------+------|
   |          1 |       1028 |    0 |       2238 |    0 |       1528 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          2 |        414 |    0 |       2355 |    0 |       1908 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          3 |       1206 |    0 |       2204 |    0 |       1797 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          4 |       2149 |    0 |       2340 |    0 |       1667 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          5 |       2367 |    0 |       2354 |    0 |       1685 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          6 |       2956 |    0 |       2351 |    0 |       1766 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          7 |       3031 |    0 |       2035 |    0 |       1748 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          8 |       3160 |    0 |       2760 |    0 |       1866 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |          9 |       2238 |    0 |       1847 |    0 |       1898 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         10 |       2092 |    0 |       3553 |    0 |       1719 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         11 |       1926 |    0 |       2347 |    0 |       1533 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         12 |       2871 |    0 |       2504 |    0 |       2402 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         13 |       2628 |    0 |       2803 |    0 |       1331 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         14 |       2358 |    0 |       1799 |    0 |       1289 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         15 |       1606 |    0 |       2136 |    0 |       1488 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         16 |       2495 |    0 |       2406 |    0 |       2208 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         17 |       2849 |    0 |       2296 |    0 |       2596 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         18 |       3253 |    0 |       2291 |    0 |       1652 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         19 |       2579 |    0 |       2572 |    0 |       1854 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         20 |       3023 |    0 |       2245 |    0 |       1943 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         21 |       3057 |    0 |       2360 |    0 |       2454 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         22 |          - |    2 |       1848 |    0 |       2673 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         23 |       3120 |    0 |       2161 |    0 |       2473 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         24 |       2190 |    0 |       1823 |    0 |       2534 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         25 |       2237 |    0 |       2162 |    0 |       2185 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         26 |       1864 |    0 |       1754 |    0 |       2769 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         27 |       1910 |    0 |       1789 |    0 |       2140 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         28 |       2295 |    0 |       1147 |    0 |       2261 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         29 |       2626 |    0 |       1853 |    0 |       1627 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         30 |       2562 |    0 |       1347 |    0 |       2398 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |         31 |       3211 |    0 |          - |    - |        825 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |        SUM |      73678 |    0 |      65680 |    0 |      60217 |    0 |
   |------------+------------+------+------------+------+------------+------|
   |       MEAN |       2377 |    0 |       2189 |    0 |       1942 |    0 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
