   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: UGANDA

   Station: MBARARA

   Coordinates:

   Latitude =0DEG37'S

   Longitude =30DEG39'E

   Elevation = 1412

   WMO Identifier: 63702

   Year 1974

   +---------------------------------------------------------+
   |        DATE |         NOV |     F |         DEC |     F |
   |-------------+-------------+-------+-------------+-------|
   |           1 |        2525 |     0 |        1985 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           2 |        1959 |     0 |        2751 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           3 |        2031 |     0 |        2068 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           4 |        2294 |     0 |        1553 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           5 |        2692 |     0 |         775 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           6 |        2608 |     0 |        2416 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           7 |        2428 |     0 |        2202 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           8 |        1805 |     0 |        1193 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |           9 |        2010 |     0 |        2633 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          10 |        1160 |     0 |        1482 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          11 |        1876 |     0 |        1290 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          12 |        2357 |     0 |         703 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          13 |        2370 |     0 |        2056 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          14 |        2809 |     0 |        2847 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          15 |        1482 |     0 |        1507 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          16 |        1482 |     0 |        2056 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          17 |        1436 |     0 |        1637 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          18 |        1687 |     0 |        2319 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          19 |        1876 |     0 |        2474 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          20 |        2043 |     0 |        2726 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          21 |        3040 |     0 |        2788 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          22 |        1327 |     0 |        2550 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          23 |        2010 |     0 |        2751 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          24 |        1779 |     0 |        2165 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          25 |        1876 |     0 |        2809 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          26 |        2236 |     0 |        3098 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          27 |        1926 |     0 |        1553 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          28 |        2931 |     0 |        1708 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          29 |        2977 |     0 |        1097 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          30 |        2558 |     0 |         883 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |          31 |           - |     - |        1771 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |         SUM |       63590 |     0 |       61846 |     0 |
   |-------------+-------------+-------+-------------+-------|
   |        MEAN |        2120 |     0 |        1995 |     0 |
   +---------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
