   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAMBIA

   Station: MANSA

   Coordinates:

   Latitude =11DEG06'S

   Longitude =28DEG51'E

   Elevation = 1259

   WMO Identifier: 67461

   Year 1997

   +------------------------------------------------------------------------+
   |     DATE |      JAN |  F |      FEB |  F |      MAR |  F |     APR | F |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        1 |     1321 |  0 |     1211 |  0 |     1464 |  0 |     858 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        2 |      770 |  0 |     1420 |  0 |      759 |  0 |    1376 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        3 |      506 |  0 |      286 |  0 |     1266 |  0 |    1112 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        4 |     1211 |  0 |     1288 |  0 |     1365 |  0 |    1376 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        5 |     1992 |  0 |     1211 |  0 |     1376 |  0 |    1167 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        6 |     1156 |  0 |     1001 |  0 |     1431 |  0 |    1860 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        7 |     2256 |  0 |     1332 |  0 |     1354 |  0 |    1618 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        8 |     1321 |  0 |      869 |  0 |     1596 |  0 |    1541 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |        9 |     1552 |  0 |     1034 |  0 |      396 |  0 |     693 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       10 |     1816 |  0 |      847 |  0 |     1321 |  0 |    1387 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       11 |     1706 |  0 |     1167 |  0 |     1618 |  0 |      66 | 7 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       12 |     2311 |  0 |     1200 |  0 |     1475 |  0 |     583 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       13 |     1464 |  0 |     1089 |  0 |     1464 |  0 |    1145 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       14 |     1211 |  0 |     1222 |  0 |     1794 |  0 |    1354 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       15 |     1321 |  0 |     1618 |  0 |     1365 |  0 |    1640 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       16 |     1981 |  0 |      242 |  0 |     1728 |  0 |    1398 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       17 |      902 |  0 |     1001 |  0 |     1926 |  0 |    1541 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       18 |     1376 |  0 |      891 |  0 |     1948 |  0 |    1497 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       19 |     1926 |  0 |      660 |  0 |     1178 |  0 |    1420 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       20 |     1541 |  0 |      528 |  0 |     1464 |  0 |    1563 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       21 |     1926 |  0 |      825 |  0 |     2102 |  0 |    1794 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       22 |     1871 |  0 |      737 |  0 |     1882 |  0 |    1761 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       23 |     1761 |  0 |     1541 |  0 |     2146 |  0 |    1706 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       24 |      715 |  0 |      924 |  0 |     2102 |  0 |    1673 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       25 |     1563 |  0 |     1431 |  0 |     2091 |  0 |    1651 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       26 |     1871 |  0 |      484 |  0 |     1838 |  0 |    1684 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       27 |     1992 |  0 |     1607 |  0 |     1860 |  0 |    1409 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       28 |      660 |  0 |     1387 |  0 |     1937 |  0 |    1673 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       29 |      880 |  0 |        - |  - |     1431 |  0 |    1728 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       30 |     1871 |  0 |        - |  - |     1321 |  0 |    1420 | 0 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |       31 |     1838 |  0 |        - |  - |      858 |  0 |       - | - |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |      SUM |    46588 |  0 |    29053 |  0 |    47856 |  0 |   41694 | 5 |
   |----------+----------+----+----------+----+----------+----+---------+---|
   |     MEAN |     1503 |  0 |     1038 |  0 |     1544 |  0 |    1390 | 5 |
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
