   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MADAGASCAR

   Station: ANTANANARIVO

   Coordinates:

   Latitude =18DEG54'S

   Longitude =47DEG32'E

   Elevation = 1310

   WMO Identifier: No WMO index

   Year 1968

+----------------------------------------------------------------------------------------------------+
|DATE|  JAN|F|  FEB|F|  MAR|F|  APR|F|  MAY|F|  JUN|F|  JUL|F|  AUG|F|  SEP|F|  OCT|F|  NOV|F|  DEC|F|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   1| 1888|0| 2424|0| 1528|0| 2424|0| 1963|0| 1787|0| 1126|0| 2030|0| 2239|0| 2415|0| 2101|0| 2361|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   2| 1557|0| 1787|0| 1904|0| 2340|0| 2030|0| 1854|0| 1226|0| 1745|0| 2336|0| 2780|0| 2327|0| 2214|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   3| 2105|0| 2093|0| 1666|0| 1871|0| 1674|0| 1611|0| 1184|0| 1800|0| 2202|0| 2612|0| 1951|0| 2746|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   4| 2851|0| 2118|0|  967|0| 1553|0| 1762|0| 1452|0| 1297|0| 1825|0| 2244|0| 2461|0| 2922|0| 2914|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   5| 2629|0| 1695|0| 1733|0| 1980|0| 2018|0| 1105|0| 1666|0| 1327|0| 1900|0| 2608|0| 2960|0| 2524|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   6| 1829|0| 2327|0| 1967|0| 2277|0| 1997|0| 1699|0| 1616|0| 2059|0| 1448|0| 2285|0| 3081|0| 2273|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   7| 1176|0| 2172|0| 2273|0| 2219|0| 1938|0| 1637|0| 1348|0| 1771|0|  586|0| 2332|0| 3085|0| 2905|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   8| 1147|0| 2131|0| 1624|0| 2001|0| 1193|0| 1662|0| 1553|0| 1863|0| 1348|0| 2780|0| 2763|0| 2851|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|   9| 2679|0| 2101|0| 2072|0| 2164|0| 1930|0| 1704|0| 1833|0| 1574|0| 1708|0| 2922|0| 2436|0| 2893|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  10| 2595|0| 2231|0| 2160|0| 1662|0| 1963|0| 1817|0| 1678|0| 1272|0| 2373|0| 2964|0| 2867|0| 2202|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  11| 2637|0| 2164|0| 2671|0| 1704|0| 1838|0| 1758|0| 1268|0| 1708|0| 2344|0| 2612|0| 2411|0| 1783|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  12| 2574|0| 1754|0| 2227|0| 1871|0| 1971|0| 1708|0| 1607|0| 2047|0| 2340|0| 2168|0| 2357|0| 2993|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  13| 3123|0| 2700|0| 2168|0| 2064|0| 1829|0| 1791|0| 1515|0| 1285|0| 2499|0| 2620|0| 2026|0| 2407|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  14| 2327|0| 2080|0| 2306|0| 2143|0| 1963|0| 1695|0| 1172|0| 1561|0| 2574|0| 1565|0| 2168|0| 1611|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  15| 1101|0| 2432|0| 1737|0| 2231|0| 1214|0| 1754|0| 1163|0| 2005|0| 2131|0| 1771|0| 3001|0| 2122|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  16| 2051|0| 2700|0| 1900|0| 1553|0| 1189|0| 1603|0| 1637|0| 1406|0| 2068|0| 2733|0| 1879|0| 1842|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  17| 2076|0| 1163|0| 1984|0| 1494|0| 1503|0| 1670|0| 1172|0| 2139|0| 2553|0| 1787|0| 2507|0| 2156|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  18| 2298|0| 1892|0| 1327|0| 1653|0| 1829|0| 1385|0| 1205|0| 2239|0| 2595|0| 2394|0| 1884|0| 1260|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  19| 2043|0|  921|0| 2055|0| 1871|0| 1724|0| 1046|0| 1632|0| 2026|0| 2620|0| 2666|0| 1863|0|  996|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  20| 2583|0| 1452|0| 2026|0| 1452|0| 1754|0|  703|0| 1289|0| 2072|0| 2666|0| 2960|0| 2332|0| 1180|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  21| 2528|0| 2813|0| 1088|0|  749|0| 1616|0| 1180|0| 1385|0| 1704|0| 1574|0| 2997|0| 1461|0| 1230|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  22| 2424|0| 2068|0| 1314|0| 1034|0| 1783|0|  690|0| 1942|0| 1557|0| 1904|0| 2654|0| 1126|0| 1369|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  23| 2022|0| 1197|0| 2147|0| 1716|0| 1674|0| 1059|0| 1511|0| 2038|0| 2687|0| 1800|0| 1381|0| 1737|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  24| 2047|0| 2277|0| 2005|0| 1335|0| 1507|0|  933|0| 1302|0| 1917|0| 1980|0| 1302|0| 2562|0| 1737|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  25| 1561|0| 1787|0| 1373|0| 2013|0| 1637|0| 1494|0| 1193|0| 2097|0| 1967|0| 2415|0| 2202|0| 1092|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  26| 1080|0| 2231|0| 2043|0| 1276|0| 1251|0| 1436|0| 1699|0| 2156|0| 2591|0| 2985|0| 2800|0| 1888|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  27| 1498|0| 2960|0| 1783|0| 1607|0|  435|0| 1235|0| 1699|0| 1733|0| 2227|0| 3031|0| 1796|0| 2930|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  28| 2675|0| 2227|0| 1817|0| 1825|0| 1490|0|  916|0| 1314|0| 1109|0| 2528|0| 2612|0| 2842|0| 2365|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  29| 2336|0| 1976|0| 1657|0| 1800|0| 1720|0| 1302|0| 1218|0| 1787|0| 2541|0| 2754|0| 1791|0| 1147|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  30| 2666|0|    -|-| 2248|0| 1888|0| 1272|0| 1230|0| 1180|0| 2122|0| 2043|0| 2591|0| 2378|0| 1729|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|  31| 2344|0|    -|-| 2260|0|    -|-| 1628|0|    -|-| 1825|0| 1871|0|    -|-| 2378|0|    -|-| 1729|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
| SUM|66433|0|59856|0|58001|0|53760|0|51274|0|42900|0|44454|0|55831|0|64800|0|76942|0|69240|0|63178|0|
|----+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-+-----+-|
|MEAN| 2143|0| 2064|0| 1871|0| 1792|0| 1654|0| 1430|0| 1434|0| 1801|0| 2160|0| 2482|0| 2308|0| 2038|0|
+----------------------------------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
