   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: ZAIRE

   Station: BUKAVU

   Coordinates:

   Latitude =2DEG31'S

   Longitude =28DEG51'E

   Elevation = 1635

   WMO Identifier: 64180

   Year 1981

   +------------------------------------------------------------------------+
   |  DATE|    JAN|F|    FEB|F|    MAR|F|   APR|F|   MAY|F|   JUN|F|   JUL|F|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     1|   1487|0|   1994|0|   1994|0|  1651|0|  1320|0|  1757|0|  2078|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     2|   1588|0|   1710|0|    918|0|  1659|0|  2271|0|  1462|0|     -|2|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     3|   2045|0|   1772|0|   1512|0|  1739|0|  1345|0|  1785|0|  1756|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     4|   1617|0|   1529|0|   1856|0|  1659|0|  1793|0|  1957|0|  2006|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     5|   1965|0|   2061|0|   2187|0|   968|0|  1940|0|  1886|0|  1852|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     6|   1207|0|   1584|0|   1927|0|  1927|0|  1902|0|  1818|0|  2015|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     7|   2216|0|   1450|0|   1458|0|  2346|0|  1659|0|  1341|0|  1894|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     8|   1676|0|   2179|0|   1240|0|  2053|0|  1668|0|  1852|0|  1747|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |     9|   1785|0|   1240|0|   1659|0|  2418|0|  2279|0|  1860|0|  2007|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    10|   2099|0|   1207|0|   1940|0|  1345|0|  1676|0|  1529|0|  2087|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    11|   2606|0|   1550|0|   2078|0|  2070|0|  1512|0|  1919|0|  1575|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    12|   2304|0|   1345|0|   1789|0|  1588|0|  1617|0|  2087|0|  1965|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    13|   1529|0|   1978|0|   1383|0|  1710|0|  1701|0|  1990|0|  1793|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    14|   1550|0|   1856|0|   1358|0|  1793|0|  1512|0|  2087|0|  2078|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    15|   1869|0|   1001|0|   1215|0|  1864|0|  2359|0|  1705|0|  2053|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    16|   1785|0|   1131|0|   1458|0|  1265|0|  1223|0|  2124|0|  1714|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    17|   2011|0|   1177|0|    909|0|  1948|0|  1869|0|  1680|0|  1672|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    18|   2397|0|   1425|0|   1839|0|  1366|0|  1290|0|  2070|0|  1622|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    19|   1525|0|   1994|0|   1425|0|  1626|0|  1290|0|  2028|0|  1521|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    20|   1877|0|   1710|0|   1366|0|  1441|0|  1496|0|  2212|0|  1714|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    21|   1504|0|   1358|0|   1320|0|  1416|0|  1710|0|  2229|0|  1714|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    22|   1626|0|   2355|0|   1010|0|  1730|0|  1668|0|  2279|0|  1957|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    23|   1668|0|   2204|0|   1802|0|  1617|0|  1659|0|  2166|0|  1739|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    24|      -|2|   1466|0|    934|0|  1651|0|  2430|0|  2166|0|  1965|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    25|   2682|0|   1102|0|   1328|0|  1772|0|  2020|0|  1596|0|  1844|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    26|   1651|0|   1550|0|   2187|0|  1240|0|  1512|0|  1282|0|  1094|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    27|   1609|0|   2476|0|   1584|0|  2346|0|  1433|0|   892|0|  1161|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    28|    943|0|   2212|0|   1927|0|  1710|0|  1240|0|  1714|0|  1538|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    29|   1550|0|      -|-|   1676|0|  1902|0|  1550|0|  1990|0|  1714|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    30|   1156|0|      -|-|   1274|0|  1701|0|  1232|0|  2124|0|  1182|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |    31|   1973|0|      -|-|   2040|0|     -|-|  1676|0|     -|-|  1550|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |   SUM|  55283|0|  46616|0|  48593|0| 51521|0| 51852|0| 55587|0| 54361|0|
   |------+-------+-+-------+-+-------+-+------+-+------+-+------+-+------+-|
   |  MEAN|   1783|0|   1665|0|   1568|0|  1717|0|  1673|0|  1853|0|  1754|0|
   +------------------------------------------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
