   Global radiation. Daily sums, monthly sums and means (Africa).

   Country: MOZAMBIQUE

   Station: TETE

   Coordinates:

   Latitude =16DEG11'S

   Longitude =33DEG35'E

   Elevation = 154

   WMO Identifier: 67261

   Year 2005

   +------------------------------------+
   |         DATE |         JUN |     F |
   |--------------+-------------+-------|
   |            1 |        1792 |     0 |
   |--------------+-------------+-------|
   |            2 |        1717 |     0 |
   |--------------+-------------+-------|
   |            3 |        1704 |     0 |
   |--------------+-------------+-------|
   |            4 |        1599 |     0 |
   |--------------+-------------+-------|
   |            5 |        1604 |     0 |
   |--------------+-------------+-------|
   |            6 |        1662 |     0 |
   |--------------+-------------+-------|
   |            7 |        1775 |     0 |
   |--------------+-------------+-------|
   |            8 |        1708 |     0 |
   |--------------+-------------+-------|
   |            9 |        1675 |     0 |
   |--------------+-------------+-------|
   |           10 |        1629 |     0 |
   |--------------+-------------+-------|
   |           11 |        1562 |     0 |
   |--------------+-------------+-------|
   |           12 |        1474 |     0 |
   |--------------+-------------+-------|
   |           13 |        1700 |     0 |
   |--------------+-------------+-------|
   |           14 |        1679 |     0 |
   |--------------+-------------+-------|
   |           15 |        1604 |     0 |
   |--------------+-------------+-------|
   |           16 |        1436 |     0 |
   |--------------+-------------+-------|
   |           17 |         641 |     0 |
   |--------------+-------------+-------|
   |           18 |        1629 |     0 |
   |--------------+-------------+-------|
   |           19 |        1344 |     0 |
   |--------------+-------------+-------|
   |           20 |        1708 |     0 |
   |--------------+-------------+-------|
   |           21 |        1637 |     0 |
   |--------------+-------------+-------|
   |           22 |        1403 |     0 |
   |--------------+-------------+-------|
   |           23 |        1645 |     0 |
   |--------------+-------------+-------|
   |           24 |         946 |     0 |
   |--------------+-------------+-------|
   |           25 |        1306 |     0 |
   |--------------+-------------+-------|
   |           26 |        1424 |     0 |
   |--------------+-------------+-------|
   |           27 |        1616 |     0 |
   |--------------+-------------+-------|
   |           28 |        1729 |     0 |
   |--------------+-------------+-------|
   |           29 |        1620 |     0 |
   |--------------+-------------+-------|
   |           30 |        1658 |     0 |
   |--------------+-------------+-------|
   |           31 |           - |     - |
   |--------------+-------------+-------|
   |          SUM |       46626 |     0 |
   |--------------+-------------+-------|
   |         MEAN |        1554 |     0 |
   +------------------------------------+

   Download data in comma separated form
   Download data in comma separated form with headers
   Download data in comma separated form without quality flags
   Note:
   1. Data are presented in the same sequence with the table above
   2. Value "-32768" - no data available or bad data
